"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
"1999-10-16T22:25:28.220Z",34.452,-116.251,-0.942,3.22,"ml",0,83.7,NA,0.163,"ci","ci3320791","2016-04-02T07:16:22.882Z","31km SSW of Ludlow, CA","earthquake",NA,0.617,NA,124,"reviewed","ci","ci"
"1999-10-16T22:28:26.250Z",34.669,-116.315,0.466,2.51,"ml",0,207.5,NA,0.166,"ci","ci3325102","2016-02-16T16:09:14.984Z","15km WSW of Ludlow, California","earthquake",NA,4.794,NA,7,"reviewed","ci","ci"
"1999-10-16T22:29:00.560Z",34.649,-116.334,1.308,2.91,"ml",0,76,0.1807,0.156,"ci","ci9109583","2016-02-16T13:42:07.259Z","18km WSW of Ludlow, California","earthquake",NA,1.07,NA,115,"reviewed","ci","ci"
"1999-10-16T22:30:51.970Z",34.584,-116.286,0.206,2.67,"ml",0,146,0.2854,0.144,"ci","ci9109600","2016-02-16T23:34:53.065Z","19km SW of Ludlow, California","earthquake",NA,0.786,NA,105,"reviewed","ci","ci"
"1999-10-16T22:37:13.730Z",34.443,-116.242,4.808,2.85,"ml",0,191.1,0.1755,0.217,"ci","ci9109603","2016-02-15T23:33:56.949Z","32km SSW of Ludlow, California","earthquake",NA,264.251,NA,119,"reviewed","ci","ci"
"1999-10-16T22:42:25.930Z",34.6985,-116.2751667,4.706,2.5,"mh",11,85,NA,0.16,"ci","ci3320796","2016-04-02T01:35:26.869Z","11km WSW of Ludlow, CA","earthquake",0.42,31.61,NA,0,"reviewed","ci","ci"
"1999-10-16T22:42:55.280Z",34.353,-116.153,-0.874,2.96,"ml",0,95.1,NA,0.216,"ci","ci9109604","2016-02-16T04:18:39.911Z","25km NNW of Twentynine Palms, California","earthquake",NA,0.647,NA,123,"reviewed","ci","ci"
"1999-10-16T22:45:27.250Z",34.526,-116.276,-1.063,2.53,"ml",0,63,NA,0.169,"ci","ci9109627","2016-02-17T02:01:08.714Z","24km SSW of Ludlow, California","earthquake",NA,0.919,NA,48,"reviewed","ci","ci"
"1999-10-16T22:53:41.270Z",34.7075,-116.3561667,4.774,4.53,"ml",34,50,NA,0.18,"ci","ci9109636","2016-04-02T14:13:54.465Z","18km W of Ludlow, CA","earthquake",0.3,5.19,0.202,72,"reviewed","ci","ci"
"1999-10-16T22:54:08.220Z",34.658,-116.334,-0.167,3.97,"mc",0,76.1,0.171,0.234,"ci","ci3321581","2016-04-02T13:40:47.479Z","17km WSW of Ludlow, CA","earthquake",NA,1.951,NA,83,"reviewed","ci","ci"
"1999-10-16T22:55:38.270Z",34.704,-116.347,3.638,3.05,"ml",0,77,NA,0.147,"ci","ci3321579","2016-04-02T04:00:43.771Z","17km W of Ludlow, CA","earthquake",NA,2.95,NA,61,"reviewed","ci","ci"
"1999-10-16T22:56:23.760Z",34.606,-116.283,-1.372,2.57,"ml",0,88.5,0.2279,0.143,"ci","ci3321580","2016-02-16T11:18:32.747Z","17km SW of Ludlow, California","earthquake",NA,4.224,NA,6,"reviewed","ci","ci"
"1999-10-16T23:07:18.820Z",34.4286667,-116.1818333,1.873,2.5,"mh",8,118,0.1966,0.12,"ci","ci3325111","2016-02-16T04:18:44.061Z","33km S of Ludlow, California","earthquake",0.98,1.48,NA,0,"reviewed","ci","ci"
"1999-10-16T23:19:57.810Z",34.606,-116.295,-1.374,2.81,"ml",0,101.5,NA,0.156,"ci","ci9109630","2016-02-17T04:23:53.215Z","18km SW of Ludlow, California","earthquake",NA,1.27,NA,101,"reviewed","ci","ci"
"1999-10-16T23:21:30.690Z",34.51,-116.272,-1.211,2.82,"ml",0,82,NA,0.143,"ci","ci9109631","2016-02-17T04:23:54.583Z","26km SSW of Ludlow, California","earthquake",NA,1.18,NA,109,"reviewed","ci","ci"
"1999-10-16T23:23:52.550Z",34.415,-116.195,-1.162,2.59,"ml",0,89.6,NA,0.184,"ci","ci3320797","2016-02-16T23:34:55.602Z","33km NNW of Twentynine Palms, California","earthquake",NA,1.675,NA,84,"reviewed","ci","ci"
"1999-10-16T23:25:20.390Z",34.636,-116.341,-1.348,2.69,"ml",0,130.6,0.193,0.05,"ci","ci9109664","2016-02-16T06:38:15.889Z","19km WSW of Ludlow, California","earthquake",NA,2.733,NA,93,"reviewed","ci","ci"
"1999-10-16T23:28:06.210Z",34.296,-116.17,1.223,2.79,"mc",0,150.6,NA,0.291,"ci","ci3325121","2016-02-16T18:36:32.329Z","20km NNW of Twentynine Palms, California","earthquake",NA,0.749,NA,23,"reviewed","ci","ci"
"1999-10-16T23:35:16.900Z",34.505,-116.25,0.359,2.76,"ml",0,81.4,NA,0.126,"ci","ci9109647","2016-02-16T18:36:33.656Z","25km SSW of Ludlow, California","earthquake",NA,1.148,NA,97,"reviewed","ci","ci"
"1999-10-16T23:36:34.680Z",34.572,-116.245,-1.211,2.78,"ml",0,82.4,NA,0.143,"ci","ci9109654","2016-02-16T06:38:17.433Z","18km SSW of Ludlow, California","earthquake",NA,1.075,NA,102,"reviewed","ci","ci"
"1999-10-16T23:45:22.210Z",34.486,-116.248,0.048,2.65,"ml",0,121.9,0.2108,0.114,"ci","ci9109657","2016-02-17T04:23:56.944Z","27km SSW of Ludlow, California","earthquake",NA,1.933,NA,72,"reviewed","ci","ci"
"1999-10-16T23:47:12.770Z",34.359,-116.182,4.828,2.59,"ml",0,168.7,0.1577,0.123,"ci","ci9109659","2016-02-16T18:36:34.868Z","26km NNW of Twentynine Palms, California","earthquake",NA,NA,NA,41,"reviewed","ci","ci"
"1999-10-16T23:49:33.510Z",34.542,-116.305,-1.221,3.06,"ml",0,78,NA,0.174,"ci","ci9109676","2016-04-02T16:50:45.696Z","24km SSW of Ludlow, CA","earthquake",NA,0.642,NA,140,"reviewed","ci","ci"
"1999-10-16T23:52:10.010Z",34.6676667,-116.3183333,2.892,3.15,"ml",17,140,0.1619,0.15,"ci","ci3323951","2016-04-02T08:00:24.753Z","16km WSW of Ludlow, CA","earthquake",0.62,0.91,0.246,79,"reviewed","ci","ci"
"1999-10-16T23:58:43.260Z",34.618,-116.299,-1.221,2.84,"ml",0,80.2,NA,0.176,"ci","ci3321137","2016-02-16T18:36:36.270Z","17km SW of Ludlow, California","earthquake",NA,1.545,NA,95,"reviewed","ci","ci"
"1999-10-16T23:59:20.840Z",34.386,-116.145,0.197,2.84,"ml",0,98.4,0.197,0.099,"ci","ci3321139","2016-02-17T11:33:41.499Z","28km NNW of Twentynine Palms, California","earthquake",NA,1.946,NA,36,"reviewed","ci","ci"
"1999-10-17T00:01:32.110Z",34.377,-116.189,-1.132,2.59,"ml",0,101.6,NA,0.13,"ci","ci3321138","2016-02-16T04:18:46.747Z","29km NNW of Twentynine Palms, California","earthquake",NA,1.851,NA,91,"reviewed","ci","ci"
"1999-10-17T00:14:34.630Z",34.419,-116.18,1.918,2.91,"ml",0,84.2,NA,0.195,"ci","ci9109694","2016-02-16T13:42:11.183Z","33km NNW of Twentynine Palms, California","earthquake",NA,0.937,NA,122,"reviewed","ci","ci"
"1999-10-17T00:23:16.200Z",34.539,-116.27,-1.089,2.75,"ml",0,81.2,NA,0.159,"ci","ci9109733","2016-02-17T06:47:50.585Z","23km SSW of Ludlow, California","earthquake",NA,0.95,NA,74,"reviewed","ci","ci"
"1999-10-17T00:27:48.550Z",34.488,-116.242,-0.233,3.54,"ml",0,71.4,NA,0.269,"ci","ci9109705","2016-04-01T21:32:12.058Z","27km SSW of Ludlow, CA","earthquake",NA,0.424,NA,159,"reviewed","ci","ci"
"1999-10-17T00:28:45.290Z",34.612,-116.286,-1.073,2.9,"ml",0,81.5,0.2206,0.173,"ci","ci3344742","2016-02-17T04:24:00.834Z","17km SW of Ludlow, California","earthquake",NA,2.108,NA,8,"reviewed","ci","ci"
"1999-10-17T00:44:52.020Z",34.607,-116.293,-1.219,3.22,"ml",0,87.4,NA,0.181,"ci","ci9109958","2016-04-01T21:33:05.789Z","18km SW of Ludlow, CA","earthquake",NA,0.629,NA,150,"reviewed","ci","ci"
"1999-10-17T00:47:25.310Z",34.612,-116.235,4.927,3.41,"ml",0,90.2,NA,0.229,"ci","ci9109763","2016-04-02T00:48:24.557Z","14km SSW of Ludlow, CA","earthquake",NA,NA,NA,157,"reviewed","ci","ci"
"1999-10-17T01:01:49.560Z",34.561,-116.261,4.779,2.61,"mc",0,93.3,0.2757,0.187,"ci","ci7150059","2016-02-16T06:38:18.609Z","20km SSW of Ludlow, California","earthquake",NA,NA,NA,7,"reviewed","ci","ci"
"1999-10-17T01:06:49.850Z",34.51,-116.267,-0.801,2.72,"mc",0,94.5,NA,0.129,"ci","ci7150062","2016-02-16T04:18:50.688Z","25km SSW of Ludlow, California","earthquake",NA,1.201,NA,27,"reviewed","ci","ci"
"1999-10-17T01:14:08.290Z",34.555,-116.263,-1.221,2.55,"ml",0,77.9,NA,0.164,"ci","ci7150075","2016-02-16T08:57:01.256Z","21km SSW of Ludlow, California","earthquake",NA,1.446,NA,6,"reviewed","ci","ci"
"1999-10-17T01:38:14.020Z",34.541,-116.246,-0.591,2.61,"ml",0,77.8,NA,0.127,"ci","ci9109773","2016-02-16T01:56:47.347Z","22km SSW of Ludlow, California","earthquake",NA,0.852,NA,91,"reviewed","ci","ci"
"1999-10-17T01:42:14.040Z",34.541,-116.274,-0.483,2.61,"ml",0,154.9,0.255,0.086,"ci","ci9109783","2016-02-16T11:18:36.817Z","23km SSW of Ludlow, California","earthquake",NA,1.098,NA,4,"reviewed","ci","ci"
"1999-10-17T01:47:49.000Z",34.67,-116.293,1.699,3.01,"ml",0,89.2,NA,0.167,"ci","ci9109776","2016-04-02T10:33:26.660Z","13km WSW of Ludlow, CA","earthquake",NA,1.608,NA,136,"reviewed","ci","ci"
"1999-10-17T01:49:39.830Z",34.423,-116.183,-0.99,3.13,"ml",0,69.6,NA,0.149,"ci","ci9109793","2016-04-02T00:50:24.773Z","33km S of Ludlow, CA","earthquake",NA,0.695,NA,75,"reviewed","ci","ci"
"1999-10-17T01:50:35.830Z",34.673,-116.294,0.874,3.16,"ml",0,59.6,0.1596,0.148,"ci","ci3323952","2016-04-02T16:51:14.929Z","13km WSW of Ludlow, CA","earthquake",NA,0.684,NA,129,"reviewed","ci","ci"
"1999-10-17T01:51:23.510Z",34.5038333,-116.2685,0.187,2.5,"mh",6,97,0.2209,0.13,"ci","ci9109780","2016-02-17T09:10:08.385Z","26km SSW of Ludlow, California","earthquake",0.58,1,NA,0,"reviewed","ci","ci"
"1999-10-17T01:57:13.890Z",34.522,-116.286,-1.053,3.73,"ml",0,70.6,NA,0.226,"ci","ci9109799","2016-04-02T11:07:49.480Z","25km SSW of Ludlow, CA","earthquake",NA,0.456,0.225,158,"reviewed","ci","ci"
"1999-10-17T02:01:30.020Z",34.687,-116.3,-1.201,3.2,"ml",0,90.3,NA,0.173,"ci","ci9109788","2016-04-02T04:03:17.138Z","13km WSW of Ludlow, CA","earthquake",NA,1.362,NA,140,"reviewed","ci","ci"
"1999-10-17T02:03:40.270Z",34.369,-116.136,-1.027,2.7,"ml",0,74.8,NA,0.175,"ci","ci9109810","2016-02-16T13:42:14.493Z","26km NNW of Twentynine Palms, California","earthquake",NA,0.697,NA,44,"reviewed","ci","ci"
"1999-10-17T02:04:30.390Z",34.432,-116.194,0.788,2.68,"ml",0,71.5,0.1917,0.143,"ci","ci3323953","2016-02-17T06:47:55.981Z","32km S of Ludlow, California","earthquake",NA,0.657,NA,106,"reviewed","ci","ci"
"1999-10-17T02:09:43.410Z",34.362,-116.143,-0.417,3.36,"ml",0,95.8,NA,0.13,"ci","ci3321043","2016-04-02T19:51:32.691Z","26km NNW of Twentynine Palms, CA","earthquake",NA,1.045,NA,118,"reviewed","ci","ci"
"1999-10-17T02:25:02.040Z",34.55,-116.259,-0.101,2.79,"ml",0,78.4,0.2671,0.116,"ci","ci9109827","2016-02-16T08:57:04.433Z","21km SSW of Ludlow, California","earthquake",NA,1.055,NA,40,"reviewed","ci","ci"
"1999-10-17T02:25:38.290Z",34.552,-116.264,0.459,2.74,"ml",0,81.3,0.2678,0.141,"ci","ci9109842","2016-02-16T18:36:40.831Z","21km SSW of Ludlow, California","earthquake",NA,1.479,NA,96,"reviewed","ci","ci"
"1999-10-17T02:28:57.320Z",34.537,-116.256,-1.211,3.3,"ml",0,79.4,NA,0.179,"ci","ci9109846","2016-04-02T16:51:37.624Z","22km SSW of Ludlow, CA","earthquake",NA,0.764,NA,160,"reviewed","ci","ci"
"1999-10-17T02:51:34.930Z",34.454,-116.251,0.964,2.52,"ml",0,146.1,0.1812,0.198,"ci","ci9109860","2016-02-17T06:47:57.275Z","31km SSW of Ludlow, California","earthquake",NA,0.916,NA,93,"reviewed","ci","ci"
"1999-10-17T03:00:00.100Z",34.684,-116.368,1.308,2.66,"ml",0,68.9,NA,0.187,"ci","ci9109873","2016-02-15T23:34:01.292Z","20km WSW of Ludlow, California","earthquake",NA,1.395,NA,104,"reviewed","ci","ci"
"1999-10-17T03:05:47.890Z",34.668,-116.31,-1.211,2.62,"ml",0,156.3,NA,0.186,"ci","ci9109881","2016-02-16T18:36:42.672Z","15km WSW of Ludlow, California","earthquake",NA,1.371,NA,95,"reviewed","ci","ci"
"1999-10-17T03:14:30.300Z",34.691,-116.305,0.444,2.98,"ml",0,60.2,NA,0.203,"ci","ci9109960","2016-02-17T11:33:48.964Z","14km WSW of Ludlow, California","earthquake",NA,0.781,NA,119,"reviewed","ci","ci"
"1999-10-17T03:15:48.760Z",34.679,-116.351,1.138,2.73,"ml",0,74,NA,0.204,"ci","ci9109959","2016-02-16T01:56:50.163Z","18km WSW of Ludlow, California","earthquake",NA,1.255,NA,103,"reviewed","ci","ci"
"1999-10-17T03:20:29.310Z",34.581,-116.284,-1.211,2.77,"ml",0,78.3,NA,0.159,"ci","ci9109954","2016-02-17T02:01:17.812Z","19km SW of Ludlow, California","earthquake",NA,0.863,NA,17,"reviewed","ci","ci"
"1999-10-17T03:21:00.970Z",34.427,-116.2,-1.211,2.69,"mc",0,107.7,0.1847,0.395,"ci","ci3322127","2016-02-15T23:34:02.532Z","33km S of Ludlow, California","earthquake",NA,6.632,NA,37,"reviewed","ci","ci"
"1999-10-17T03:29:45.600Z",34.616,-116.262,-1.372,2.85,"ml",0,90.4,NA,0.097,"ci","ci3325126","2016-02-16T23:35:00.731Z","15km SW of Ludlow, California","earthquake",NA,1.132,NA,20,"reviewed","ci","ci"
"1999-10-17T03:30:27.190Z",34.521,-116.256,-0.251,2.86,"ml",0,83.2,0.2405,0.153,"ci","ci9110026","2016-02-17T04:24:06.832Z","24km SSW of Ludlow, California","earthquake",NA,0.672,NA,80,"reviewed","ci","ci"
"1999-10-17T03:31:35.620Z",34.694,-116.325,0.898,2.89,"ml",0,83.5,NA,0.182,"ci","ci9109987","2016-02-16T18:36:44.031Z","15km WSW of Ludlow, California","earthquake",NA,0.891,NA,92,"reviewed","ci","ci"
"1999-10-17T03:33:09.760Z",34.504,-116.308,0.549,2.54,"ml",0,155.7,NA,0.158,"ci","ci9110000","2016-02-16T16:09:23.715Z","28km SSW of Ludlow, California","earthquake",NA,0.667,NA,101,"reviewed","ci","ci"
"1999-10-17T03:36:52.740Z",34.569,-116.265,-1.211,2.93,"ml",0,80.5,NA,0.124,"ci","ci9110014","2016-02-17T04:24:09.494Z","20km SSW of Ludlow, California","earthquake",NA,0.915,NA,63,"reviewed","ci","ci"
"1999-10-17T03:37:53.690Z",34.689,-116.376,0.258,2.94,"ml",0,66.6,NA,0.164,"ci","ci9110020","2016-02-17T02:01:21.475Z","20km W of Ludlow, California","earthquake",NA,0.974,NA,122,"reviewed","ci","ci"
"1999-10-17T03:47:00.970Z",34.692,-116.31,4.159,2.83,"ml",0,88,NA,0.157,"ci","ci9110021","2016-02-17T02:01:22.844Z","14km WSW of Ludlow, California","earthquake",NA,21.183,NA,122,"reviewed","ci","ci"
"1999-10-17T03:48:53.840Z",34.608,-116.306,-1.226,2.84,"ml",0,69.4,0.2222,0.195,"ci","ci9110044","2016-02-17T04:24:10.897Z","18km SW of Ludlow, California","earthquake",NA,0.815,NA,22,"reviewed","ci","ci"
"1999-10-17T03:49:26.050Z",34.6851667,-116.2756667,4.883,2.5,"mh",4,208,0.152,0.09,"ci","ci3324070","2016-02-17T04:24:12.142Z","11km WSW of Ludlow, California","earthquake",1.12,31.61,NA,0,"reviewed","ci","ci"
"1999-10-17T03:50:04.370Z",34.69,-116.355,1.634,2.88,"ml",0,57.3,NA,0.166,"ci","ci9110050","2016-02-16T01:56:52.320Z","18km W of Ludlow, California","earthquake",NA,0.351,NA,8,"reviewed","ci","ci"
"1999-10-17T03:51:37.210Z",34.411,-116.19,2.668,2.5,"ml",0,83.8,NA,0.126,"ci","ci3321397","2016-02-16T11:18:39.449Z","32km NNW of Twentynine Palms, California","earthquake",NA,0.825,NA,74,"reviewed","ci","ci"
"1999-10-17T03:59:10.980Z",34.405,-116.171,-1.172,3.34,"ml",0,92,NA,0.244,"ci","ci9110056","2016-04-02T10:33:28.178Z","31km NNW of Twentynine Palms, CA","earthquake",NA,0.545,NA,161,"reviewed","ci","ci"
"1999-10-17T04:02:09.880Z",34.398,-116.192,-1.162,2.63,"ml",0,157.8,0.1704,0.262,"ci","ci9110070","2016-02-17T09:10:14.322Z","31km NNW of Twentynine Palms, California","earthquake",NA,1.488,NA,5,"reviewed","ci","ci"
"1999-10-17T04:02:35.070Z",34.601,-116.268,-1.043,3.01,"ml",0,90.5,NA,0.133,"ci","ci9110062","2016-04-02T10:35:41.894Z","17km SW of Ludlow, CA","earthquake",NA,0.858,NA,131,"reviewed","ci","ci"
"1999-10-17T04:13:05.320Z",34.524,-116.27,-1.211,2.78,"ml",0,81.7,NA,0.156,"ci","ci9110054","2016-02-17T04:24:14.957Z","24km SSW of Ludlow, California","earthquake",NA,0.57,NA,114,"reviewed","ci","ci"
"1999-10-17T04:14:19.270Z",34.568,-116.278,-0.821,2.6,"ml",0,156.7,NA,0.194,"ci","ci9110057","2016-02-17T06:47:58.656Z","20km SSW of Ludlow, California","earthquake",NA,8.619,NA,98,"reviewed","ci","ci"
"1999-10-17T04:21:59.810Z",34.627,-116.224,-1.221,3.02,"ml",0,95.3,NA,0.19,"ci","ci9110081","2016-04-02T00:48:27.310Z","12km SSW of Ludlow, CA","earthquake",NA,0.706,NA,11,"reviewed","ci","ci"
"1999-10-17T04:25:52.800Z",34.659,-116.323,0.049,2.5,"mh",0,81.6,NA,0.158,"ci","ci3325127","2016-02-16T21:04:53.122Z","16km WSW of Ludlow, California","earthquake",NA,1.724,NA,0,"reviewed","ci","ci"
"1999-10-17T04:26:12.010Z",34.653,-116.328,1.407,2.81,"ml",0,186,0.1768,0.134,"ci","ci9110078","2016-02-16T16:09:26.411Z","17km WSW of Ludlow, California","earthquake",NA,1.82,NA,9,"reviewed","ci","ci"
"1999-10-17T04:28:44.280Z",34.58,-116.271,-1.221,2.63,"ml",0,79.9,0.2554,0.136,"ci","ci9110079","2016-02-16T04:18:52.045Z","19km SSW of Ludlow, California","earthquake",NA,1.039,NA,93,"reviewed","ci","ci"
"1999-10-17T04:34:25.870Z",34.463,-116.248,-1.209,3.28,"ml",0,79.1,NA,0.193,"ci","ci9110097","2016-04-02T04:00:45.314Z","30km SSW of Ludlow, CA","earthquake",NA,0.743,NA,114,"reviewed","ci","ci"
"1999-10-17T04:35:22.560Z",34.678,-116.36,2.014,3.26,"ml",0,70.5,NA,0.121,"ci","ci9110103","2016-04-01T21:34:54.281Z","19km WSW of Ludlow, CA","earthquake",NA,0.651,NA,127,"reviewed","ci","ci"
"1999-10-17T04:36:53.020Z",34.598,-116.28,-0.171,2.5,"mh",0,89.3,0.2363,0.147,"ci","ci3325128","2016-02-16T08:57:07.203Z","18km SW of Ludlow, California","earthquake",NA,0.892,NA,0,"reviewed","ci","ci"
"1999-10-17T04:40:46.330Z",34.506,-116.26,-1.221,2.87,"ml",0,83.3,NA,0.244,"ci","ci9110095","2016-02-17T02:01:24.209Z","26km SSW of Ludlow, California","earthquake",NA,0.789,NA,122,"reviewed","ci","ci"
"1999-10-17T04:45:24.380Z",34.504,-116.281,-1.063,3.43,"ml",0,69.2,NA,0.188,"ci","ci9110113","2016-04-01T21:33:07.347Z","27km SSW of Ludlow, CA","earthquake",NA,0.405,NA,156,"reviewed","ci","ci"
"1999-10-17T04:49:18.170Z",34.442,-116.258,0.648,2.57,"ml",0,84.8,NA,0.131,"ci","ci9110105","2016-02-16T11:18:42.386Z","32km SSW of Ludlow, California","earthquake",NA,0.985,NA,95,"reviewed","ci","ci"
"1999-10-17T04:58:15.850Z",34.607,-116.289,-1.211,3.59,"ml",0,80.6,NA,0.198,"ci","ci9110126","2016-04-02T19:51:47.285Z","17km SW of Ludlow, CA","earthquake",NA,0.72,NA,166,"reviewed","ci","ci"
"1999-10-17T05:03:11.710Z",34.661,-116.284,-0.841,3.13,"ml",0,90.1,NA,0.175,"ci","ci9110122","2016-04-02T13:40:15.745Z","13km WSW of Ludlow, CA","earthquake",NA,1.226,NA,140,"reviewed","ci","ci"
"1999-10-17T05:06:57.390Z",34.723,-116.388,-0.302,3.23,"ml",0,72.9,NA,0.19,"ci","ci9110125","2016-04-02T16:51:17.847Z","21km W of Ludlow, CA","earthquake",NA,1.056,NA,147,"reviewed","ci","ci"
"1999-10-17T05:12:22.490Z",34.501,-116.263,-1.211,3.06,"ml",0,83.1,NA,0.197,"ci","ci9110139","2016-04-02T16:51:20.844Z","26km SSW of Ludlow, CA","earthquake",NA,0.768,NA,81,"reviewed","ci","ci"
"1999-10-17T05:13:13.860Z",34.696,-116.296,1.564,3.1,"ml",0,92.5,0.1369,0.156,"ci","ci9110143","2016-04-01T21:32:13.392Z","13km WSW of Ludlow, CA","earthquake",NA,1.157,NA,127,"reviewed","ci","ci"
"1999-10-17T05:38:32.170Z",34.437,-116.242,4.508,2.68,"ml",0,198.1,0.1705,0.156,"ci","ci9110137","2016-02-16T04:18:55.129Z","32km SSW of Ludlow, California","earthquake",NA,1.004,NA,108,"reviewed","ci","ci"
"1999-10-17T05:39:53.890Z",34.52,-116.268,-1.162,2.58,"ml",0,211.5,0.2363,0.11,"ci","ci9110146","2016-02-17T06:48:01.546Z","24km SSW of Ludlow, California","earthquake",NA,1.637,NA,54,"reviewed","ci","ci"
"1999-10-17T05:41:12.530Z",34.507,-116.29,-1.111,2.8,"ml",0,80.5,NA,0.235,"ci","ci9110147","2016-02-17T09:10:18.762Z","27km SSW of Ludlow, California","earthquake",NA,0.688,NA,123,"reviewed","ci","ci"
"1999-10-17T05:45:07.580Z",34.677,-116.354,2.488,2.69,"ml",0,143.2,0.1533,0.182,"ci","ci9110150","2016-02-16T01:56:56.973Z","18km WSW of Ludlow, California","earthquake",NA,9.038,NA,115,"reviewed","ci","ci"
"1999-10-17T05:47:35.500Z",34.522,-116.253,-1.111,2.63,"ml",0,83.4,0.2423,0.117,"ci","ci9110151","2016-02-17T02:01:25.606Z","24km SSW of Ludlow, California","earthquake",NA,1.004,NA,110,"reviewed","ci","ci"
"1999-10-17T05:59:12.920Z",34.433,-116.267,2.708,2.5,"ml",0,84,0.1565,0.176,"ci","ci9110154","2016-02-16T21:04:55.632Z","33km N of Joshua Tree, California","earthquake",NA,0.518,NA,96,"reviewed","ci","ci"
"1999-10-17T06:04:32.120Z",34.532,-116.25,-0.701,2.85,"ml",0,83.4,NA,0.132,"ci","ci9110164","2016-02-17T04:24:22.904Z","23km SSW of Ludlow, California","earthquake",NA,0.829,NA,91,"reviewed","ci","ci"
"1999-10-17T06:05:02.850Z",34.4,-116.177,1.897,2.83,"ml",0,160.6,0.1816,0.183,"ci","ci9110173","2016-02-16T21:04:56.938Z","31km NNW of Twentynine Palms, California","earthquake",NA,0.878,NA,76,"reviewed","ci","ci"
"1999-10-17T06:11:49.580Z",34.412,-116.171,0.358,2.72,"ml",0,94.9,NA,0.168,"ci","ci9110161","2016-02-17T04:24:25.232Z","32km NNW of Twentynine Palms, California","earthquake",NA,0.543,NA,114,"reviewed","ci","ci"
"1999-10-17T06:16:26.700Z",34.52,-116.258,-1.221,2.75,"ml",0,83,NA,0.118,"ci","ci9110171","2016-02-16T01:56:58.362Z","24km SSW of Ludlow, California","earthquake",NA,0.647,NA,118,"reviewed","ci","ci"
"1999-10-17T06:20:17.900Z",34.499,-116.26,-0.791,2.63,"ml",0,83.5,0.2188,0.189,"ci","ci9110176","2016-02-16T11:18:43.616Z","26km SSW of Ludlow, California","earthquake",NA,0.766,NA,36,"reviewed","ci","ci"
"1999-10-17T06:21:12.180Z",34.527,-116.321,-1.221,2.55,"ml",0,144.3,NA,0.425,"ci","ci9110180","2016-02-17T06:48:05.038Z","26km SW of Ludlow, California","earthquake",NA,1.493,NA,81,"reviewed","ci","ci"
"1999-10-17T07:03:12.990Z",34.544,-116.311,-1.211,3.18,"ml",0,77.5,NA,0.158,"ci","ci9110188","2016-04-02T00:48:12.876Z","24km SW of Ludlow, CA","earthquake",NA,0.636,NA,140,"reviewed","ci","ci"
"1999-10-17T07:09:43.080Z",34.564,-116.264,-0.599,3.15,"ml",0,62.7,NA,0.165,"ci","ci9110211","2016-04-02T10:33:12.607Z","20km SSW of Ludlow, CA","earthquake",NA,0.998,NA,129,"reviewed","ci","ci"
"1999-10-17T07:15:32.520Z",34.629,-116.312,-1.221,3.2,"ml",0,78.9,NA,0.171,"ci","ci9110201","2016-04-02T07:13:29.298Z","17km SW of Ludlow, CA","earthquake",NA,0.793,NA,147,"reviewed","ci","ci"
"1999-10-17T07:18:29.690Z",34.54,-116.246,4.979,2.56,"mc",0,109,NA,0.175,"ci","ci3325353","2016-02-15T23:34:07.331Z","22km SSW of Ludlow, California","earthquake",NA,NA,NA,23,"reviewed","ci","ci"
"1999-10-17T07:26:16.050Z",34.577,-116.262,-1.211,2.66,"ml",0,92.5,0.26,0.163,"ci","ci9110224","2016-02-16T21:05:04.527Z","18km SSW of Ludlow, California","earthquake",NA,1.076,NA,103,"reviewed","ci","ci"
"1999-10-17T07:29:22.530Z",34.701,-116.3,2.499,3.3,"ml",0,92.9,NA,0.186,"ci","ci9110226","2016-04-02T19:50:53.772Z","13km W of Ludlow, CA","earthquake",NA,2.082,NA,151,"reviewed","ci","ci"
"1999-10-17T07:34:04.280Z",34.527,-116.264,-0.951,2.91,"ml",0,79.3,NA,0.133,"ci","ci9110228","2016-02-16T06:38:26.537Z","24km SSW of Ludlow, California","earthquake",NA,1.077,NA,120,"reviewed","ci","ci"
"1999-10-17T07:39:23.560Z",34.36,-116.1353333,1.443,2.88,"ml",18,78,0.1939,0.24,"ci","ci3320815","2016-04-02T04:49:05.172Z","25km NNW of Twentynine Palms, CA","earthquake",0.5,1.3,0.19,50,"reviewed","ci","ci"
"1999-10-17T07:46:23.210Z",34.624,-116.279,-1.211,2.62,"mc",0,88,0.2111,0.143,"ci","ci9110241","2016-02-17T11:33:55.802Z","15km SW of Ludlow, California","earthquake",NA,0.791,NA,7,"reviewed","ci","ci"
"1999-10-17T07:50:22.740Z",34.667,-116.294,-0.316,3.33,"ml",0,59.2,NA,0.194,"ci","ci9110259","2016-04-01T21:33:11.858Z","14km WSW of Ludlow, CA","earthquake",NA,1.06,NA,158,"reviewed","ci","ci"
"1999-10-17T07:51:46.210Z",34.583,-116.265,4.779,2.93,"ml",0,81.2,NA,0.185,"ci","ci9110248","2016-02-16T18:36:49.760Z","18km SSW of Ludlow, California","earthquake",NA,NA,NA,116,"reviewed","ci","ci"
