publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p865012,,2016-11-16T01:18:52.958Z,2016-11-16T01:20:59.621Z,173.8395,-42.42600707,2.607479853,23.28125,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.221932459,188.297702,0.84890797,0
2016p865015,earthquake,2016-11-16T01:20:30.878Z,2018-03-06T20:43:28.401Z,173.7871094,-42.0362587,3.36475765,5.079444885,M,,LOCSAT,confirmed,manual,iasp91,26,23,13,0.165712401,138.3749542,0.301586899,0
2016p865048,,2016-11-16T01:38:00.437Z,2016-11-16T01:40:32.342Z,171.7204275,-43.05172103,2.482732346,9.921875,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.361175873,66.31693384,0.964190474,0
2016p865054,earthquake,2016-11-16T01:40:48.302Z,2018-03-06T20:46:55.394Z,173.7681732,-42.25847244,3.436037475,7.296540737,M,,LOCSAT,confirmed,manual,iasp91,24,22,13,0.231638774,154.485836,0.456658043,0
2016p865057,,2016-11-16T01:42:46.698Z,2016-11-16T01:45:03.856Z,173.5457172,-42.38743841,2.903648598,15.78125,M,,NonLinLoc,,automatic,nz3drx,11,11,8,0.029015155,169.7066662,0.475431823,0
2016p865060,,2016-11-16T01:44:22.304Z,2016-11-16T01:46:29.189Z,173.6691935,-42.00388532,2.513643932,14.84375,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.327134821,129.8003164,0.891211593,0
2016p865090,,2016-11-16T02:00:07.421Z,2016-11-16T02:02:30.117Z,173.255975,-42.4774917,2.553015895,50.9375,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.516269055,142.9686365,0.682947439,0
2016p865096,,2016-11-16T02:03:13.817Z,2016-11-16T02:05:17.515Z,174.0733679,-42.20422579,2.472503619,6.875,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.450020215,179.997304,1.919233798,0
2016p865112,earthquake,2016-11-16T02:12:06.808Z,2017-01-05T22:24:29.186Z,173.1380768,-42.55994415,3.121496269,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,28,24,0.230260223,94.08924866,0.555031877,0
2016p865117,earthquake,2016-11-16T02:14:23.197Z,2018-03-06T20:53:52.579Z,173.6494598,-42.18410492,4.003126862,7.485888481,M,,LOCSAT,confirmed,manual,iasp91,36,32,16,0.129541203,127.1453247,0.583164852,0
2016p865126,,2016-11-16T02:19:14.942Z,2016-11-16T02:21:21.732Z,173.5899326,-42.22852125,2.672284514,11.09375,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.191434658,155.3054693,0.602890093,0
2016p865129,,2016-11-16T02:21:11.186Z,2016-11-16T02:23:29.532Z,173.9033715,-42.17591379,2.7458815,35.9375,M,,NonLinLoc,,automatic,nz3drx,22,22,11,0.362394427,142.7652925,1.292618668,0
2016p865142,,2016-11-16T02:27:42.700Z,2016-11-16T02:30:26.303Z,173.3346544,-42.53151246,2.906410652,24.21875,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.19033078,137.0362874,1.043544528,0
2016p865154,earthquake,2016-11-16T02:34:24.359Z,2017-06-01T04:14:25.605Z,173.6997528,-42.1214447,2.611612398,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,23,1,0.267318249,142.807663,0.479522156,0
2016p865158,earthquake,2016-11-16T02:36:32.300Z,2017-06-01T04:14:27.761Z,173.7384033,-42.30448914,2.30202815,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,1,0.185103819,205.4313145,0.451134726,0
2016p865159,earthquake,2016-11-16T02:36:37.183Z,2017-01-05T22:43:39.004Z,173.1705475,-42.57493591,3.059016665,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,13,13,0.256542981,235.2328033,0.724207531,0
2016p865163,earthquake,2016-11-16T02:38:57.717Z,2017-06-01T04:14:30.678Z,173.2769928,-42.51964188,3.0502419,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,24,1,0.219787046,118.3383102,0.388158326,0
2016p865177,earthquake,2016-11-16T02:46:55.909Z,2017-01-05T22:55:57.666Z,173.5900726,-42.14934158,3.203254368,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,20,20,0.254977733,131.534214,0.316945527,0
2016p865185,,2016-11-16T02:51:00.285Z,2016-11-16T02:53:25.206Z,173.1892898,-42.50226194,2.802240362,19.0625,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.272338138,112.9672773,0.580225843,0
2016p865190,earthquake,2016-11-16T02:53:31.661Z,2017-01-05T22:59:50.332Z,173.0257721,-42.61646271,2.605869269,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,9,6,0.171725825,116.5878563,0.544252722,0
2016p865193,earthquake,2016-11-16T02:55:07.911Z,2017-06-01T04:14:42.452Z,173.4001923,-42.48953247,3.155235089,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,27,1,0.126301542,141.4383125,0.509927297,0
2016p865204,,2016-11-16T03:01:01.164Z,2016-11-16T03:03:27.289Z,173.304599,-42.5239652,2.814190168,22.34375,M,,NonLinLoc,,automatic,nz3drx,19,19,9,0.204256903,130.4910213,0.70680776,0
2016p865211,earthquake,2016-11-16T03:04:35.456Z,2017-01-05T23:25:29.404Z,172.781311,-42.67068481,2.4870412,9.194108963,M,,LOCSAT,confirmed,manual,iasp91,16,12,7,0.090079844,99.40664053,0.53674895,0
2016p865215,earthquake,2016-11-16T03:06:45.213Z,2017-01-05T23:32:47.705Z,173.1819916,-42.53810501,2.60781953,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,16,6,0.26024428,100.7396469,0.508727596,0
2016p865216,earthquake,2016-11-16T03:07:15.207Z,2018-03-06T20:57:53.053Z,173.2190857,-42.50975418,3.957657944,7.514721394,M,,LOCSAT,confirmed,manual,iasp91,37,32,18,0.254581422,103.7908707,0.732949029,0
2016p865223,,2016-11-16T03:11:07.164Z,2016-11-16T03:13:03.294Z,171.7651665,-42.68640206,2.533301512,10.15625,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.238396418,100.1307804,0.825559572,0
2016p865225,,2016-11-16T03:11:52.883Z,2016-11-16T03:13:59.434Z,172.8098603,-42.66987723,2.659202323,20.46875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.340347628,109.8715744,0.360019851,0
2016p865226,,2016-11-16T03:13:03.998Z,2016-11-16T03:15:45.458Z,173.7540787,-42.05642568,2.661142531,30.78125,M,,NonLinLoc,,automatic,nz3drx,21,21,8,0.352516004,142.3403388,0.988162624,0
2016p865261,earthquake,2016-11-16T03:31:04.863Z,2016-12-09T00:25:28.718Z,173.6364899,-42.91152573,4.388571132,23.7201519,M,,LOCSAT,confirmed,manual,iasp91,39,32,33,0.283363164,164.8334427,0.624275001,0
2016p865272,,2016-11-16T03:37:09.768Z,2016-11-16T03:40:33.828Z,172.6249796,-42.79308037,2.549820083,22.8125,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.259971966,73.62412375,1.176788995,0
2016p865282,earthquake,2016-11-16T03:42:23.625Z,2016-12-09T00:36:05.921Z,173.3325958,-42.52985001,2.811695147,9.693523407,M,,LOCSAT,confirmed,manual,iasp91,19,14,8,0.190429479,135.1492233,0.732086641,0
2016p865290,earthquake,2016-11-16T03:46:37.512Z,2017-06-01T04:15:03.719Z,173.5727844,-42.26332092,3.05642893,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,22,1,0.154607967,145.0868683,0.389294897,0
2016p865299,earthquake,2016-11-16T03:52:20.956Z,2016-12-11T19:58:02.897Z,171.7650909,-42.65490341,2.686158055,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,10,0.246671483,108.3495941,0.780516994,0
2016p865301,earthquake,2016-11-16T03:53:11.626Z,2016-12-11T20:09:32.898Z,173.7887726,-42.30754852,3.546655551,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,23,13,0.214522511,160.2420235,0.927370807,0
2016p865312,earthquake,2016-11-16T03:58:38.004Z,2016-12-11T20:48:21.439Z,173.5295868,-42.36299896,2.679494598,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,16,10,0.053403217,146.4071999,0.628026553,0
2016p865314,earthquake,2016-11-16T03:59:45.649Z,2016-12-11T21:49:29.509Z,172.7934723,-42.69015121,2.792675333,4.634784698,M,,LOCSAT,confirmed,manual,iasp91,19,15,14,0.069573559,83.63241196,0.786561882,0
2016p865316,,2016-11-16T04:00:48.300Z,2016-11-16T04:03:09.399Z,173.1124892,-42.58682932,2.534421144,24.6875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.358362546,127.0126214,0.290427884,0
2016p865330,,2016-11-16T04:08:15.049Z,2016-11-16T04:10:24.218Z,173.6706774,-42.19082401,2.733209414,26.09375,M,,NonLinLoc,,automatic,nz3drx,18,18,8,0.245924649,141.244649,0.941480777,0
2016p865356,earthquake,2016-11-16T04:22:06.378Z,2016-12-11T21:55:53.631Z,173.7841492,-42.34643936,3.86488707,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,27,22,0.194499001,180.4839783,0.7970124,0
2016p865374,earthquake,2016-11-16T04:31:31.258Z,2017-06-01T04:15:23.927Z,173.763504,-42.29772568,3.166395576,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,30,1,0.204118043,175.0527992,0.731115141,0
2016p865381,earthquake,2016-11-16T04:35:32.451Z,2016-12-11T22:18:19.992Z,171.7211761,-42.66403198,3.146625123,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,35,31,20,0.193514139,62.81689048,0.622510441,0
2016p865392,earthquake,2016-11-16T04:40:56.853Z,2016-12-11T22:32:29.491Z,173.608139,-42.18724442,2.911786067,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,27,20,0.234275818,128.7470169,0.628149303,0
2016p865398,earthquake,2016-11-16T04:44:05.983Z,2016-12-11T23:01:13.515Z,173.5925598,-42.34643173,2.849000461,9.690928459,M,,LOCSAT,confirmed,manual,iasp91,28,22,18,0.080046952,168.3228912,0.61526922,0
2016p865402,earthquake,2016-11-16T04:46:33.846Z,2016-12-11T23:11:39.156Z,173.9580536,-42.27058792,2.93596762,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,21,16,0.31515941,168.1906929,0.78035179,0
2016p865417,earthquake,2016-11-16T04:54:34.359Z,2016-12-12T00:13:57.161Z,173.8278503,-42.39483643,2.855722547,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,21,17,0.214997247,203.0812588,0.65616555,0
2016p865420,earthquake,2016-11-16T04:55:50.300Z,2016-12-12T00:31:36.208Z,173.9275055,-42.47778702,2.803151313,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,18,17,0.294134557,185.0326538,0.56843457,0
2016p865424,earthquake,2016-11-16T04:58:15.877Z,2016-12-12T00:50:21.548Z,173.4841003,-42.35511398,2.871011398,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,18,12,0.073162399,121.6162872,0.58754792,0
2016p865427,earthquake,2016-11-16T04:59:59.403Z,2016-12-12T01:01:01.691Z,173.1296234,-42.56838608,3.056376441,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,17,0.225614756,93.00392151,0.50791685,0
2016p865445,earthquake,2016-11-16T05:09:33.176Z,2017-06-01T04:15:59.316Z,172.8029022,-42.65394974,3.18388009,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,16,1,0.105429053,52.73487854,0.499463778,0
2016p865450,earthquake,2016-11-16T05:11:58.345Z,2016-12-12T20:12:20.654Z,173.1730042,-42.54691315,3.434299755,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,23,14,0.254261941,99.96185303,0.593045201,0
2016p865452,earthquake,2016-11-16T05:13:10.417Z,2016-12-12T20:20:06.863Z,173.7645416,-42.02295303,3.728891086,8.657297134,M,,LOCSAT,confirmed,manual,iasp91,47,41,26,0.175094083,128.3685455,0.700113958,0
2016p865466,earthquake,2016-11-16T05:20:36.512Z,2016-12-12T21:05:29.503Z,172.8096466,-42.66179276,2.741445377,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,8,0.097728498,107.66962,0.419628036,0
2016p865468,earthquake,2016-11-16T05:20:42.448Z,2016-12-12T21:35:27.941Z,173.4006042,-42.23523712,2.547351149,10.62226772,M,,LOCSAT,confirmed,manual,iasp91,21,18,5,0.181598321,93.1243782,0.486069862,0
2016p865473,earthquake,2016-11-16T05:24:17.085Z,2017-06-01T04:16:18.833Z,173.6417084,-42.34747696,3.449942623,9.122373581,M,,LOCSAT,confirmed,manual,iasp91,21,17,2,0.102377564,177.1209373,0.553472935,0
2016p865474,earthquake,2016-11-16T05:24:29.553Z,2017-06-01T04:16:19.911Z,173.6834412,-42.41630936,3.056256451,7.413228512,M,,LOCSAT,confirmed,manual,iasp91,28,22,1,0.106983088,191.2971802,0.811218602,0
2016p865482,,2016-11-16T05:29:08.317Z,2016-11-16T05:31:04.253Z,173.261725,-42.74470179,2.83630462,15.3125,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.387693366,190.3018945,1.157573709,0
2016p865486,,2016-11-16T05:31:04.052Z,2016-11-16T05:33:30.942Z,173.6482513,-42.25358196,2.788864546,26.09375,M,,NonLinLoc,,automatic,nz3drx,27,27,13,0.181860642,136.0288134,0.950648654,0
2016p865490,,2016-11-16T05:33:29.808Z,2016-11-16T05:35:31.518Z,173.2175263,-42.55815975,2.351849537,20.46875,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.276910864,139.0906207,0.698476484,0
2016p865502,earthquake,2016-11-16T05:39:43.952Z,2016-12-12T22:37:08.358Z,173.8296814,-42.11122513,2.733634777,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,30,25,14,0.192184389,166.9765739,0.469785748,0
2016p865510,earthquake,2016-11-16T05:43:35.839Z,2017-06-01T04:16:30.343Z,173.7312317,-42.39593887,3.122176547,4.991016388,M,,LOCSAT,confirmed,manual,iasp91,22,19,1,0.143797025,193.5231686,0.904954878,0
2016p865511,earthquake,2016-11-16T05:44:30.525Z,2016-12-12T23:43:47.769Z,173.5761261,-42.13752365,2.864229331,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,20,12,0.242255271,126.5562172,0.579471336,0
2016p865527,,2016-11-16T05:53:17.566Z,2016-11-16T05:55:07.573Z,173.8187497,-42.08000599,2.462202012,30.3125,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.656335861,190.2509616,0.587513216,0
2016p865529,earthquake,2016-11-16T05:54:18.009Z,2017-06-01T04:16:32.312Z,173.7267151,-42.33125687,2.328419303,11.9202795,M,,LOCSAT,confirmed,manual,iasp91,23,18,1,0.162861213,182.4399223,0.692399161,0
2016p865531,earthquake,2016-11-16T05:55:20.705Z,2016-12-13T00:06:37.121Z,173.4387817,-42.3529129,3.261308701,4.749799728,M,,LOCSAT,confirmed,manual,iasp91,33,29,23,0.097378209,85.37425995,0.510401418,0
2016p865537,earthquake,2016-11-16T05:58:16.305Z,2016-12-13T00:10:46.956Z,173.6473389,-42.19752502,2.886901979,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,30,25,16,0.232643321,154.2432137,0.409302919,0
2016p865548,,2016-11-16T06:04:23.259Z,2016-11-16T06:06:35.591Z,173.533377,-42.27026306,2.588679355,34.53125,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.145744292,140.4072909,1.209100717,0
2016p865552,,2016-11-16T06:06:07.558Z,2016-11-16T06:08:03.723Z,172.9160327,-42.63622456,2.683949516,15.78125,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.342442614,100.8163455,0.521073289,0
2016p865555,earthquake,2016-11-16T06:07:47.881Z,2016-12-13T00:42:18.061Z,173.5718689,-42.33247375,2.64491469,12.72578239,M,,LOCSAT,confirmed,manual,iasp91,21,18,8,0.086941913,157.1653252,0.796387287,0
2016p865567,earthquake,2016-11-16T06:14:36.169Z,2016-12-13T19:49:31.929Z,172.7744446,-42.66582489,2.599406116,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,11,5,0.095833637,95.77258873,0.486271924,0
2016p865570,earthquake,2016-11-16T06:16:03.678Z,2017-06-01T04:16:45.461Z,173.6841278,-42.16143417,2.72084802,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,1,0.276242644,155.6829033,0.443313517,0
2016p865572,earthquake,2016-11-16T06:16:51.585Z,2017-06-01T04:16:48.105Z,173.2646484,-42.50024414,4.04821033,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,34,29,1,0.219778493,111.0608826,0.659947983,0
2016p865583,,2016-11-16T06:23:06.277Z,2016-11-16T06:25:38.264Z,172.7563113,-42.72508792,2.79495606,14.84375,M,,NonLinLoc,,automatic,nz3drx,17,17,10,0.317094147,91.49367196,0.791569441,0
2016p865591,earthquake,2016-11-16T06:27:20.935Z,2016-12-13T20:15:11.872Z,172.9901428,-42.61850739,2.523402994,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,10,5,0.15156962,71.71991158,0.443360432,0
2016p865594,earthquake,2016-11-16T06:28:59.686Z,2016-12-13T20:26:55.545Z,173.3628845,-42.47268295,3.114445569,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,21,11,0.142122269,124.203331,0.48327234,0
2016p865603,earthquake,2016-11-16T06:33:30.333Z,2017-06-01T04:16:58.686Z,174.0187683,-42.30718994,3.284656899,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,35,30,1,0.352354884,175.3517303,0.547789597,0
2016p865609,,2016-11-16T06:36:36.720Z,2016-11-16T06:38:46.395Z,173.7659921,-42.02006361,2.706430693,22.34375,M,,NonLinLoc,,automatic,nz3drx,21,21,10,0.315033474,136.7006973,1.25880174,0
2016p865627,earthquake,2016-11-16T06:46:34.288Z,2017-06-01T04:17:05.553Z,173.8215332,-42.22640228,3.925715248,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,36,33,1,0.282501668,155.4372444,0.659926811,0
2016p865641,earthquake,2016-11-16T06:53:48.665Z,2016-12-13T21:49:01.184Z,173.5919952,-42.39521408,2.684144619,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,18,10,0.04441867,182.437479,0.42584398,0
2016p865654,earthquake,2016-11-16T07:00:34.191Z,2016-12-13T21:54:35.619Z,173.1260681,-42.53088379,3.087420069,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,28,19,0.218629003,89.2791214,0.569128567,0
2016p865663,earthquake,2016-11-16T07:05:25.630Z,2016-12-13T22:14:57.989Z,173.8707123,-42.26406479,2.729008876,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,20,14,0.289037883,183.7985497,0.502211106,0
2016p865666,,2016-11-16T07:07:22.752Z,2016-11-16T07:10:08.816Z,173.2219417,-42.45647556,2.803862835,17.1875,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.237605016,195.2597197,0.525268345,0
2016p865673,earthquake,2016-11-16T07:10:46.652Z,2017-06-01T04:17:17.381Z,173.7967072,-42.04795456,2.796027196,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,26,2,0.16569373,139.82827,0.387969674,0
2016p865675,earthquake,2016-11-16T07:12:01.066Z,2016-12-13T22:44:12.114Z,173.8054962,-42.18464661,3.759706907,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,34,29,21,0.263635635,154.7574997,0.575651892,0
2016p865684,,2016-11-16T07:16:52.958Z,2016-11-16T07:19:09.923Z,173.7556425,-42.04645949,2.511082689,20.46875,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.342582493,138.1258536,0.512289683,0
2016p865686,,2016-11-16T07:17:38.311Z,2016-11-16T07:20:10.297Z,174.318788,-42.0612355,2.737743841,9.6875,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.319030331,176.2747403,1.778593164,0
2016p865688,earthquake,2016-11-16T07:18:50.796Z,2016-12-13T22:53:06.951Z,173.4745789,-42.45452881,2.776379908,5.003434181,M,,LOCSAT,confirmed,manual,iasp91,19,14,10,0.061289418,151.1869202,0.455448896,0
2016p865708,,2016-11-16T07:29:44.160Z,2016-11-16T07:32:00.273Z,174.1937306,-42.39791845,2.78994927,19.0625,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.483863,168.0668472,1.674523983,0
2016p865713,,2016-11-16T07:32:22.194Z,2016-11-16T07:34:40.091Z,173.4734759,-42.25516854,2.858663423,10.15625,M,,NonLinLoc,,automatic,nz3drx,18,18,12,0.167660374,116.903623,1.101443876,0
2016p865716,earthquake,2016-11-16T07:33:59.667Z,2016-12-13T23:01:22.923Z,173.9186859,-42.03259659,2.992109382,6.476669312,M,,LOCSAT,confirmed,manual,iasp91,35,29,22,0.08996027,152.5023193,0.554418715,0
2016p865720,earthquake,2016-11-16T07:36:04.231Z,2017-06-01T04:17:24.904Z,173.5056458,-42.39636993,2.732840603,2.853798628,M,,LOCSAT,confirmed,manual,iasp91,14,11,7,0.031516828,157.9757385,0.342572371,0
2016p865729,earthquake,2016-11-16T07:40:58.266Z,2016-12-14T00:19:16.145Z,173.8029938,-42.32835388,2.777653521,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,15,9,0.214353412,198.9717598,0.662505221,0
2016p865734,,2016-11-16T07:43:36.227Z,2016-11-16T07:45:33.257Z,173.6398307,-42.14987549,2.587801545,13.90625,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.276830554,131.5471791,0.550016537,0
2016p865743,,2016-11-16T07:48:11.059Z,2016-11-16T07:50:10.469Z,173.2168308,-42.52475849,2.76962313,18.59375,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.261734478,131.4126355,0.737944445,0
2016p865764,,2016-11-16T07:59:25.554Z,2016-11-16T08:01:37.494Z,172.8464574,-42.67594409,2.800633924,21.875,M,,NonLinLoc,,automatic,nz3drx,17,17,4,0.322624631,112.7488905,0.738215418,0
2016p865774,,2016-11-16T08:04:27.072Z,2016-11-16T08:06:33.547Z,173.8527333,-42.34129446,2.435155399,41.5625,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.625017125,166.081087,0.911592312,0
2016p865785,earthquake,2016-11-16T08:10:22.663Z,2017-06-01T04:17:38.228Z,173.0318909,-42.54519653,3.439985212,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,24,1,0.150469691,75.15574646,0.600941032,0
2016p865794,,2016-11-16T08:15:15.195Z,2016-11-16T08:18:08.700Z,173.2558639,-42.51587606,2.839675036,27.03125,M,,NonLinLoc,,automatic,nz3drx,34,34,11,0.231891509,122.3660963,1.184188724,0
2016p865802,,2016-11-16T08:18:49.703Z,2017-06-01T04:17:43.328Z,173.5220795,-42.26604462,2.798933681,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,1,0.150362432,140.1753197,0.614361475,0
2016p865806,earthquake,2016-11-16T08:21:39.672Z,2017-06-01T04:17:48.222Z,173.1702271,-42.50289154,4.039169519,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,35,31,2,0.252016425,93.60305786,0.673171264,0
2016p865814,earthquake,2016-11-16T08:26:12.762Z,2016-12-14T20:52:14.042Z,173.2287445,-42.47599792,2.819010919,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,20,12,0.237323552,98.78874207,0.390817673,0
2016p865816,earthquake,2016-11-16T08:27:11.429Z,2016-12-14T21:18:08.401Z,172.858551,-42.68618774,3.569716965,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,32,26,6,0.084022284,52.45376587,0.579904094,0
2016p865818,earthquake,2016-11-16T08:27:28.078Z,2016-12-14T21:31:40.207Z,173.465332,-42.35709763,4.051570423,8.077673912,M,,LOCSAT,confirmed,manual,iasp91,37,31,18,0.080245182,77.13152313,0.758390032,0
2016p865822,earthquake,2016-11-16T08:30:00.543Z,2016-12-14T21:38:50.269Z,173.8378448,-42.25454712,3.684257612,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,34,29,20,0.274108738,180.5184212,0.610512487,0
2016p865834,,2016-11-16T08:36:47.000Z,2016-11-16T08:38:57.252Z,173.4842019,-42.53584751,2.830067189,31.71875,M,,NonLinLoc,,automatic,nz3drx,26,26,11,0.126686966,154.3113105,0.927255777,0
2016p865838,earthquake,2016-11-16T08:38:38.214Z,2017-06-01T04:18:02.532Z,173.7799072,-42.02352142,3.127159412,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,39,34,1,0.164807662,136.3324966,0.655492909,0
2016p865849,earthquake,2016-11-16T08:44:22.528Z,2016-12-14T23:14:14.437Z,173.6765137,-42.01880264,2.234206169,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,7,0.235897765,119.7948456,0.334592921,0
2016p865871,earthquake,2016-11-16T08:56:05.871Z,2016-12-15T00:00:46.113Z,172.8278656,-42.65348434,2.495918374,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,17,8,0.107519478,50.94877625,0.616606385,0
2016p865876,earthquake,2016-11-16T08:59:14.288Z,2016-12-15T00:49:00.584Z,172.8476257,-42.66442108,3.043288416,6.625228882,M,,LOCSAT,confirmed,manual,iasp91,27,23,16,0.10059569,56.26816559,0.550476755,0
2016p865895,,2016-11-16T09:08:54.668Z,2016-11-16T09:10:55.281Z,173.5575215,-42.19753892,2.673636219,27.96875,M,,NonLinLoc,,automatic,nz3drx,22,22,7,0.218939672,120.1460183,0.713502815,0
2016p865915,,2016-11-16T09:19:44.362Z,2016-11-16T09:22:02.169Z,173.4305905,-42.25058209,2.764642677,10.15625,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.183363594,104.83454,1.074570976,0
2016p865916,,2016-11-16T09:20:28.747Z,2016-11-16T09:22:39.255Z,173.9137733,-42.26965408,2.769467031,20.9375,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.314331205,167.6500463,0.484357497,0
2016p865933,,2016-11-16T09:29:34.321Z,2016-11-16T09:31:40.372Z,173.162932,-42.58495227,2.380898108,12.5,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.325218231,135.1505948,0.842521881,0
2016p865937,,2016-11-16T09:31:16.340Z,2016-11-16T09:33:26.772Z,173.8336706,-42.1438477,2.492386277,25.625,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.428656719,193.064798,0.645290769,0
2016p865968,,2016-11-16T09:47:55.509Z,2016-11-16T09:50:33.203Z,173.632347,-42.07957028,2.613190503,20.46875,M,,NonLinLoc,,automatic,nz3drx,20,20,8,0.343857732,130.5267683,0.774311868,0
2016p865971,,2016-11-16T09:49:25.887Z,2016-11-16T09:51:43.064Z,173.9200298,-42.02790134,2.76255808,14.84375,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.312637395,142.0042384,0.886795402,0
2016p865973,,2016-11-16T09:50:49.332Z,2016-11-16T09:52:53.641Z,173.3541153,-42.5654556,2.762116652,17.65625,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.202786174,148.1024621,1.198367156,0
2016p865978,earthquake,2016-11-16T09:53:45.754Z,2016-12-15T01:33:18.242Z,173.2248688,-42.53434372,4.146793734,6.403836727,M,,LOCSAT,confirmed,manual,iasp91,28,25,15,0.260754734,109.3591957,0.535996373,0
2016p865989,earthquake,2016-11-16T09:59:25.652Z,2017-01-06T00:00:53.548Z,173.7879486,-42.06301498,3.410019013,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,36,34,34,0.179697767,140.4269943,0.519849906,0
