publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2017p208682,earthquake,2017-03-19T05:06:05.328Z,2017-04-17T22:33:20.673Z,172.7243958,-42.68546677,2.200025619,12.25105095,M,,LOCSAT,confirmed,manual,iasp91,13,9,4,0.347585559,114.5562639,0.214710177,0
2017p208684,earthquake,2017-03-19T05:07:11.547Z,2017-04-17T22:39:19.398Z,173.5123901,-42.19675064,2.504105875,5.342625141,M,,LOCSAT,confirmed,manual,iasp91,18,12,6,0.218559906,95.68983459,0.391514178,0
2017p208879,,2017-03-19T06:51:08.365Z,2017-03-19T06:53:28.668Z,173.2615418,-42.51937875,1.838228597,22.34375,M,,NonLinLoc,,automatic,nz3drx,12,12,1,0.229686296,137.1838475,0.90566265,0
2017p209016,earthquake,2017-03-19T08:03:56.554Z,2017-04-17T22:47:05.329Z,173.7492676,-42.38283539,1.829585358,3.869045734,M,,LOCSAT,confirmed,manual,iasp91,14,11,4,0.065706752,196.889204,0.387363541,0
2017p209026,earthquake,2017-03-19T08:09:08.670Z,2017-04-17T22:51:12.015Z,173.7230225,-42.07920837,2.394986125,4.72158432,M,,LOCSAT,confirmed,manual,iasp91,25,17,6,0.228712395,127.571125,0.335674931,0
2017p209136,earthquake,2017-03-19T09:07:51.864Z,2017-04-17T22:57:36.111Z,172.8019409,-42.65530777,2.244171721,7.586104393,M,,LOCSAT,confirmed,manual,iasp91,14,9,6,0.133660585,99.35934782,0.222945039,0
2017p209142,earthquake,2017-03-19T09:11:01.790Z,2017-04-17T23:00:06.334Z,173.0134277,-42.60038376,2.095446984,8.216679573,M,,LOCSAT,confirmed,manual,iasp91,15,8,5,0.155597717,73.14472961,0.284843278,0
2017p209352,earthquake,2017-03-19T11:03:12.971Z,2017-04-17T23:24:27.418Z,172.9296722,-42.31137466,2.401894345,22.17466164,M,,LOCSAT,confirmed,manual,iasp91,13,8,3,0.330330968,103.0206451,0.181578642,0
2017p210193,earthquake,2017-03-19T18:31:04.170Z,2017-04-18T00:42:12.677Z,173.4893799,-42.32136917,2.359282785,5.247547626,M,,LOCSAT,confirmed,manual,iasp91,17,11,7,0.101442769,100.6823959,0.441029642,0
2017p210202,earthquake,2017-03-19T18:36:01.595Z,2017-04-18T00:48:12.469Z,173.4829407,-42.33729172,2.265511134,5.660966873,M,,LOCSAT,confirmed,manual,iasp91,14,11,6,0.088926122,92.95205116,0.285870819,0
2017p210213,earthquake,2017-03-19T18:41:33.693Z,2017-04-18T00:51:23.878Z,173.4097595,-42.35505676,2.377403076,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,12,4,0.113451481,92.28457642,0.348937328,0
2017p210339,earthquake,2017-03-19T19:49:04.506Z,2017-04-18T00:57:34.845Z,172.7183919,-42.6906029,2.299542988,18.59375,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.340822732,131.5992873,0.377139486,0
2017p211695,,2017-03-20T07:51:24.283Z,2017-03-20T07:53:54.120Z,173.6992007,-42.04981694,2.439857757,24.6875,M,,NonLinLoc,,automatic,nz3drx,34,34,12,0.359337027,130.0687001,0.903786549,0
2017p211979,,2017-03-20T10:22:28.131Z,2017-03-20T10:24:37.414Z,173.5761166,-42.1980808,2.122891631,25.15625,M,,NonLinLoc,,automatic,nz3drx,11,11,2,0.21978101,159.1491483,0.380950436,0
2017p212116,,2017-03-20T11:36:03.756Z,2017-03-20T11:39:35.892Z,173.7527032,-42.10477623,2.592549372,26.5625,M,,NonLinLoc,,automatic,nz3drx,30,30,7,0.399658613,144.9383681,0.819533937,0
2017p212341,,2017-03-20T13:35:44.352Z,2017-03-20T13:37:37.642Z,172.7240555,-42.69410559,2.373130182,16.71875,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.343916206,74.95153091,0.505947247,0
2017p213344,earthquake,2017-03-20T22:30:02.841Z,2017-03-20T22:35:16.679Z,173.7640381,-42.24227905,2.947510618,7.223752499,M,,LOCSAT,confirmed,manual,iasp91,35,29,18,0.240805671,140.4895744,0.832196992,0
2017p213598,,2017-03-21T00:45:03.318Z,2017-03-21T00:47:15.792Z,173.796033,-42.34465191,2.11491562,24.21875,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.203314563,193.9865717,0.657480941,0
2017p213713,earthquake,2017-03-21T01:46:23.024Z,2017-04-18T02:58:13.035Z,173.0930023,-42.58280945,2.962660852,11.54239941,M,,LOCSAT,confirmed,manual,iasp91,17,10,7,0.266703039,98.7049408,0.43458696,0
2017p214699,earthquake,2017-03-21T10:32:06.501Z,2017-04-19T00:47:08.812Z,172.8446045,-42.62608719,2.197163003,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,14,7,0.103310943,90.11590576,0.352952022,0
2017p214896,earthquake,2017-03-21T12:17:23.462Z,2017-04-19T01:14:00.480Z,173.751358,-42.1047554,2.19296965,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,11,5,0.324932843,144.7705193,0.335174208,0
2017p214946,earthquake,2017-03-21T12:43:28.170Z,2017-04-19T01:24:09.931Z,173.3733673,-42.53506851,2.425598569,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,18,5,0.170806155,130.0427017,0.672554408,0
2017p215217,earthquake,2017-03-21T15:07:54.085Z,2017-04-19T01:52:51.984Z,172.7234344,-42.67671967,1.518436158,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,1,0.286544621,116.0874262,0.352312318,0
2017p215253,,2017-03-21T15:27:05.514Z,2017-03-21T15:29:02.804Z,173.7175866,-42.01197447,1.845688454,20.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.319027307,167.3116926,0.548724105,0
2017p215317,earthquake,2017-03-21T16:01:09.568Z,2017-04-19T02:06:22.539Z,173.1071625,-42.5172081,2.09858401,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,10,4,0.204631403,84.80805206,0.368195405,0
2017p215351,earthquake,2017-03-21T16:19:06.582Z,2017-04-19T02:11:27.918Z,171.8748169,-42.63285446,1.588163224,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,11,8,1,0.327743828,102.8426666,0.560072844,0
2017p215628,earthquake,2017-03-21T18:47:04.161Z,2017-04-19T02:49:45.263Z,173.7386322,-42.06672287,2.211829412,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,15,7,0.358896077,154.6195259,0.352915909,0
2017p215811,earthquake,2017-03-21T20:24:35.678Z,2017-04-19T03:18:10.724Z,172.8013306,-42.65804291,2.167854275,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,8,2,0.353664279,138.5566673,0.383686997,0
2017p216056,earthquake,2017-03-21T22:34:40.873Z,2017-04-19T03:48:49.882Z,173.6362762,-42.05310822,1.960858672,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,6,0.275043875,121.8508148,0.35843525,0
2017p216176,earthquake,2017-03-21T23:38:36.295Z,2017-04-19T03:39:30.356Z,173.3729248,-42.45480347,2.462941847,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,10,7,0.128899992,108.4892044,0.394408364,0
2017p216578,,2017-03-22T03:12:47.154Z,2017-03-22T03:15:23.497Z,173.5345924,-42.53397046,2.433121446,23.28125,M,,NonLinLoc,,automatic,nz3drx,24,24,11,0.118015004,145.6016752,1.065014239,0
2017p216623,,2017-03-22T03:36:50.284Z,2017-03-22T03:40:19.658Z,173.6908486,-42.1813997,2.538601832,27.96875,M,,NonLinLoc,,automatic,nz3drx,26,26,13,0.260784472,143.3713399,0.928991582,0
2017p216642,,2017-03-22T03:47:18.946Z,2017-03-22T03:49:43.087Z,173.2575175,-42.50590987,2.494622948,22.34375,M,,NonLinLoc,,automatic,nz3drx,24,24,12,0.226631315,132.9580107,0.862429435,0
2017p217498,,2017-03-22T11:23:11.917Z,2017-03-22T11:25:20.142Z,173.4840871,-42.38231008,2.284399583,22.34375,M,,NonLinLoc,,automatic,nz3drx,17,17,4,0.052553999,86.58313022,0.720822977,0
2017p217932,,2017-03-22T15:14:25.857Z,2017-03-22T15:17:28.189Z,172.7767931,-42.71566361,2.616432955,22.34375,M,,NonLinLoc,,automatic,nz3drx,32,32,12,0.315092497,81.08320825,0.704338326,0
2017p217939,,2017-03-22T15:18:14.332Z,2017-03-22T15:20:27.235Z,173.5270664,-42.38689653,2.292766762,26.09375,M,,NonLinLoc,,automatic,nz3drx,22,22,6,0.030349982,121.0746279,0.691235413,0
2017p217951,,2017-03-22T15:24:39.540Z,2017-03-22T15:26:47.248Z,173.5108311,-42.37140537,1.428688097,22.8125,M,,NonLinLoc,,automatic,nz3drx,12,12,2,0.049082983,132.3904324,0.494443119,0
2017p218022,,2017-03-22T16:02:19.659Z,2017-03-22T16:04:21.486Z,173.5400354,-42.38393572,1.925127599,25.15625,M,,NonLinLoc,,automatic,nz3drx,16,16,3,0.032072594,160.817441,0.509505717,0
2017p218036,earthquake,2017-03-22T16:09:50.354Z,2017-03-22T19:47:15.815Z,173.6195273,-42.39458903,3.452382665,26.5625,M,,NonLinLoc,confirmed,manual,nz3drx,40,36,28,0.063323163,142.0192334,0.698809329,0
2017p218149,,2017-03-22T17:09:59.064Z,2017-03-22T17:11:41.733Z,173.033335,-42.4994073,2.345077973,5.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.382476764,102.4667427,1.129773167,0
2017p218421,,2017-03-22T19:35:11.525Z,2017-03-22T19:38:11.858Z,173.2266547,-42.5033457,2.682554683,28.4375,M,,NonLinLoc,,automatic,nz3drx,32,32,18,0.246752328,120.3452376,0.933870428,0
2017p218684,,2017-03-22T21:54:55.554Z,2017-03-22T21:56:57.761Z,173.5623141,-42.16764035,1.942295565,17.65625,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.249025262,154.7270727,0.448732743,0
2017p218940,earthquake,2017-03-23T00:11:43.571Z,2017-04-19T23:56:39.716Z,172.9353027,-42.67399216,2.934934389,12.41588688,M,,LOCSAT,confirmed,manual,iasp91,29,19,14,0.286378741,59.07292938,0.547724661,0
2017p219119,,2017-03-23T01:47:00.042Z,2017-03-23T01:49:31.131Z,173.7040894,-42.2552076,2.13574394,20.46875,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.202531468,185.1543099,0.775436555,0
2017p219127,,2017-03-23T01:50:53.232Z,2017-03-23T01:53:55.310Z,173.5986766,-42.48576515,2.647892414,22.34375,M,,NonLinLoc,,automatic,nz3drx,26,26,11,0.082234136,157.8076782,1.329520133,0
2017p219382,earthquake,2017-03-23T04:07:08.379Z,2017-03-23T04:56:20.128Z,173.0735931,-42.49296188,2.523756055,9.904615402,M,,LOCSAT,confirmed,manual,iasp91,20,16,12,0.35289824,105.8769531,0.726801486,0
2017p219457,,2017-03-23T04:47:08.378Z,2017-03-23T04:49:36.124Z,173.3842613,-42.49623415,2.038968667,5.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.139869218,153.6736651,1.01199645,0
2017p219566,,2017-03-23T05:45:12.912Z,2017-03-23T05:47:15.147Z,173.8555749,-42.40311388,2.220022922,29.84375,M,,NonLinLoc,,automatic,nz3drx,24,24,7,0.234155371,162.3184784,0.957522891,0
2017p219714,earthquake,2017-03-23T07:03:54.374Z,2017-04-20T00:45:17.459Z,173.1329193,-42.58666992,2.08682116,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,12,2,0.249681547,94.73279572,1.090512725,0
2017p219775,,2017-03-23T07:36:26.293Z,2017-03-23T07:38:29.148Z,171.6109363,-42.24933102,2.138401944,9.6875,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.488757,154.455788,1.228781795,0
2017p219816,,2017-03-23T07:57:58.443Z,2017-03-23T07:59:45.689Z,172.7183919,-42.6906029,1.755891815,15.78125,M,,NonLinLoc,,automatic,nz3drx,11,11,1,0.340822732,74.37454517,0.365911008,0
2017p219980,,2017-03-23T09:25:41.402Z,2017-03-23T09:28:05.267Z,173.8542879,-42.33132827,1.940221173,21.875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.248439559,186.49224,0.981932752,0
2017p220087,earthquake,2017-03-23T10:22:32.800Z,2017-04-20T02:30:48.486Z,173.6240082,-42.26665878,2.925910398,8.463796616,M,,LOCSAT,confirmed,manual,iasp91,29,18,11,0.161997736,104.1146049,0.700574651,0
2017p220159,,2017-03-23T11:00:52.084Z,2017-03-23T11:03:07.088Z,173.5327477,-42.39039922,2.372938495,19.53125,M,,NonLinLoc,,automatic,nz3drx,25,25,12,0.025980468,112.482508,1.008581464,0
2017p220174,,2017-03-23T11:09:11.694Z,2017-03-23T11:12:16.968Z,173.6759915,-42.31446287,1.940470608,25.15625,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.143854617,166.9107191,0.572087746,0
2017p220447,,2017-03-23T13:34:12.225Z,2017-03-23T13:36:48.213Z,173.6949441,-42.19486858,2.160592631,23.28125,M,,NonLinLoc,,automatic,nz3drx,15,15,4,0.250096046,164.0591777,0.548916171,0
2017p220958,earthquake,2017-03-23T18:06:44.077Z,2017-04-20T03:12:08.277Z,173.5991516,-42.5005188,3.116750979,7.451625347,M,,LOCSAT,confirmed,manual,iasp91,21,18,13,0.095504656,146.4391365,0.744257407,0
2017p221183,earthquake,2017-03-23T20:06:32.044Z,2017-03-23T20:48:39.169Z,173.433136,-42.54033661,3.396297131,12.40504265,M,,LOCSAT,confirmed,manual,iasp91,35,30,24,0.146885961,140.8257103,0.791101969,0
2017p221587,,2017-03-23T23:41:41.540Z,2017-03-23T23:45:17.040Z,173.0743328,-42.29362,2.739374298,25.15625,M,,NonLinLoc,,automatic,nz3drx,37,37,23,0.36405177,72.85709379,0.97721757,0
2017p221738,,2017-03-24T01:02:00.235Z,2017-03-24T01:04:01.566Z,173.4922185,-42.40924784,2.008685381,17.65625,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.035145781,104.2173457,0.538776953,0
2017p222058,,2017-03-24T03:52:57.636Z,2017-03-24T03:55:59.199Z,173.5615897,-42.2110078,2.569375107,23.28125,M,,NonLinLoc,,automatic,nz3drx,25,25,10,0.205743195,121.7558173,0.820424336,0
2017p222102,,2017-03-24T04:16:10.155Z,2017-03-24T04:18:18.844Z,172.7780674,-42.67229616,2.256378151,11.09375,M,,NonLinLoc,,automatic,nz3drx,10,10,1,0.350254179,81.94164934,0.336491054,0
2017p222276,,2017-03-24T05:48:59.331Z,2017-03-24T05:51:30.110Z,173.421626,-42.49731791,2.159926823,12.96875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.119105046,157.9143094,0.607026541,0
2017p222488,,2017-03-24T07:41:39.630Z,2017-03-24T07:44:00.726Z,173.2591707,-42.49594368,2.502860325,20.46875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.221701434,130.4733641,0.757639207,0
2017p222532,,2017-03-24T08:05:12.632Z,2017-03-24T08:07:20.370Z,173.5777117,-42.18811461,2.131578174,27.03125,M,,NonLinLoc,,automatic,nz3drx,14,14,3,0.229822973,141.2493591,0.53853796,0
2017p222543,earthquake,2017-03-24T08:10:57.742Z,2017-04-20T04:12:50.991Z,173.1906514,-42.56906446,2.7489597,5.9375,M,,NonLinLoc,,automatic,nz3drx,10,10,1,0.299514927,136.8030235,1.218207792,0
2017p223929,,2017-03-24T20:29:31.103Z,2017-03-24T20:31:50.278Z,173.6279521,-42.4982955,2.461969031,21.875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.104886791,162.8091827,1.287628431,0
2017p224175,,2017-03-24T22:40:45.868Z,2017-03-24T22:44:26.054Z,173.5791082,-42.45182201,2.844968326,12.96875,M,,NonLinLoc,,automatic,nz3drx,36,36,17,0.046311445,144.0759879,1.555589368,0
2017p224215,,2017-03-24T23:01:59.798Z,2017-03-24T23:05:37.191Z,173.5390481,-42.27376575,2.832957143,23.28125,M,,NonLinLoc,,automatic,nz3drx,41,41,19,0.142209427,118.9954469,1.19928965,0
2017p224767,,2017-03-25T03:56:02.861Z,2017-03-25T03:58:45.255Z,173.8095351,-42.29832365,2.59904226,26.09375,M,,NonLinLoc,,automatic,nz3drx,24,24,12,0.232736155,154.8207646,0.904566168,0
2017p225248,,2017-03-25T08:12:19.129Z,2017-03-25T08:14:18.664Z,173.4013572,-42.42997351,2.387030413,20.46875,M,,NonLinLoc,,automatic,nz3drx,23,23,7,0.10261866,120.9763022,0.882716964,0
2017p225276,earthquake,2017-03-25T08:27:15.217Z,2017-04-20T05:20:04.206Z,173.8317871,-42.25858307,2.37808154,15.37024498,M,,LOCSAT,confirmed,manual,iasp91,29,19,6,0.268098801,170.4522858,0.929854464,0
2017p225325,,2017-03-25T08:53:35.449Z,2017-03-25T08:56:46.020Z,172.8818319,-42.17951162,2.647696419,54.6875,M,,NonLinLoc,,automatic,nz3drx,27,27,8,0.415566019,55.85435198,0.916493883,0
2017p225514,,2017-03-25T10:34:04.006Z,2017-03-25T10:36:14.675Z,173.5158012,-42.45665986,2.607135934,7.34375,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.044207586,165.6442941,0.596800665,0
2017p225546,,2017-03-25T10:50:54.397Z,2017-03-25T10:52:48.200Z,173.7251558,-42.08227968,1.880335209,19.53125,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.361931207,154.8566268,0.407991685,0
2017p226125,,2017-03-25T15:59:38.464Z,2017-03-25T16:01:48.184Z,173.8112264,-42.44687798,2.161595991,24.6875,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.203002639,178.3422988,0.87515044,0
2017p226173,,2017-03-25T16:25:14.541Z,2017-03-25T16:27:13.234Z,173.5334347,-42.30864742,2.167588206,14.375,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.107386457,134.0789285,0.808063301,0
2017p226272,,2017-03-25T17:17:55.691Z,2017-03-25T17:20:05.322Z,173.7350303,-42.29615613,2.585382094,22.34375,M,,NonLinLoc,,automatic,nz3drx,16,16,10,0.188664057,160.0491221,0.618535276,0
2017p226275,,2017-03-25T17:19:23.451Z,2017-03-25T17:22:22.330Z,173.3524756,-42.57542179,2.753926915,27.96875,M,,NonLinLoc,,automatic,nz3drx,30,30,12,0.211052957,141.4074452,0.940117509,0
2017p226335,,2017-03-25T17:51:22.042Z,2017-03-25T17:53:21.528Z,173.4159411,-42.49381522,2.365924948,12.03125,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.119886547,155.1031385,0.755626435,0
2017p226536,,2017-03-25T19:38:25.865Z,2017-03-25T19:40:17.219Z,173.8439628,-42.23758798,2.040198156,18.125,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.288596453,201.8448456,0.487121071,0
2017p226543,,2017-03-25T19:42:31.175Z,2017-03-25T19:45:38.249Z,172.9182801,-42.65965963,2.129738494,17.65625,M,,NonLinLoc,,automatic,nz3drx,18,18,1,0.319389727,102.4494287,0.491045882,0
2017p226719,,2017-03-25T21:16:09.476Z,2017-03-25T21:19:45.856Z,173.4978632,-42.37436618,2.997267324,21.875,M,,NonLinLoc,,automatic,nz3drx,39,39,19,0.051380092,84.70406269,1.343459729,0
2017p226721,earthquake,2017-03-25T21:16:10.534Z,2017-04-21T02:20:21.543Z,173.499939,-42.34098434,2.952870734,9.853770256,M,,LOCSAT,confirmed,manual,iasp91,35,23,9,0.080335654,78.63249207,0.867044485,0
2017p226730,,2017-03-25T21:22:15.948Z,2017-03-25T21:24:42.212Z,173.0708629,-42.61066104,2.535931492,19.53125,M,,NonLinLoc,,automatic,nz3drx,17,17,2,0.357654812,123.6334554,0.416311184,0
2017p227074,earthquake,2017-03-26T00:25:03.844Z,2017-04-20T22:20:57.665Z,173.6280518,-42.23076248,2.480374763,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,15,6,0.19653438,142.7242165,0.408878392,0
2017p227313,earthquake,2017-03-26T02:32:50.078Z,2017-04-20T22:58:48.679Z,173.5940247,-42.29717636,2.445540789,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,15,7,0.125545606,96.23326874,0.523200871,0
2017p227409,earthquake,2017-03-26T03:24:00.916Z,2017-04-20T23:15:41.271Z,171.733551,-42.70093155,1.913890172,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,2,0.214625239,99.58460832,0.620730391,0
2017p227735,earthquake,2017-03-26T06:17:41.410Z,2017-03-26T08:00:37.774Z,171.6989899,-43.11664963,2.871896323,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,9,0.324453116,77.25455093,0.484876919,0
2017p227876,earthquake,2017-03-26T07:32:28.456Z,2017-04-21T00:18:25.551Z,174.0635529,-42.36925507,2.44920494,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,20,9,0.288131774,183.0116043,0.546239764,0
2017p228103,earthquake,2017-03-26T09:33:23.133Z,2017-03-26T20:04:28.778Z,171.7137756,-42.72149277,2.931213308,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,38,32,18,0.198743835,94.94214201,0.692302816,0
2017p228359,earthquake,2017-03-26T11:49:44.424Z,2017-04-21T01:00:05.238Z,173.8234711,-42.16546249,2.338468881,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,16,7,0.240366653,172.8077545,0.383553075,0
2017p228436,earthquake,2017-03-26T12:30:59.248Z,2017-04-21T02:54:21.350Z,172.91716,-42.6223259,2.964127397,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,23,11,0.325576752,54.94732666,0.464374819,0
2017p228593,earthquake,2017-03-26T13:54:31.501Z,2017-04-21T03:21:59.110Z,173.4586029,-42.45581436,1.754589484,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,12,1,0.071584798,120.9054184,0.534756658,0
2017p228670,earthquake,2017-03-26T14:35:41.559Z,2017-04-21T03:31:15.685Z,173.4282379,-42.48497772,1.995895652,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,3,0.107103892,126.3468018,0.340680088,0
2017p228768,earthquake,2017-03-26T15:27:42.151Z,2017-04-21T03:43:09.928Z,172.9106293,-43.49314117,2.139567748,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,15,4,0.135272563,163.2956867,0.207869582,0
2017p228823,,2017-03-26T15:57:17.022Z,2017-03-26T15:59:22.185Z,173.8241076,-42.16526048,1.691461213,14.84375,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.328876111,196.0001488,0.446469889,0
2017p228867,earthquake,2017-03-26T16:20:48.048Z,2017-04-21T04:05:10.330Z,173.4131012,-42.45970535,2.27755818,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,17,7,0.10291402,115.6084595,0.450587976,0
2017p228913,earthquake,2017-03-26T16:45:21.668Z,2017-04-21T04:15:07.921Z,173.2279968,-42.49352264,1.980684052,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,2,0.242837176,102.3488388,0.562622801,0
2017p229141,earthquake,2017-03-26T18:46:47.627Z,2017-03-26T20:21:39.460Z,173.5233612,-42.44236374,3.276569439,11.74918556,M,,LOCSAT,confirmed,manual,iasp91,22,18,13,0.028787611,157.7874031,0.602018517,0
2017p229511,earthquake,2017-03-26T22:03:42.777Z,2017-04-21T04:28:33.230Z,171.7295837,-42.70587158,2.266469386,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,5,0.211218581,98.49951982,0.562872397,0
2017p229558,,2017-03-26T22:28:34.344Z,2017-03-27T00:15:59.739Z,171.7576591,-42.69286556,2.585711313,10.15625,M,,NonLinLoc,,automatic,nz3drx,15,15,5,0.232076588,99.09153609,0.920130661,0
2017p229610,earthquake,2017-03-26T22:56:16.619Z,2017-04-21T07:19:43.419Z,173.3331604,-43.14250946,2.454474201,22.85501289,M,,LOCSAT,confirmed,manual,iasp91,20,14,3,0.28016147,178.2506905,0.629836679,0
2017p229710,,2017-03-26T23:49:42.756Z,2017-03-26T23:53:09.334Z,173.6112376,-42.32926691,2.681677421,21.40625,M,,NonLinLoc,,automatic,nz3drx,27,27,11,0.102125371,140.0658652,0.845224958,0
2017p229743,earthquake,2017-03-27T00:07:04.746Z,2017-04-23T21:39:53.699Z,172.9400635,-42.93653488,2.532182186,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,12,2,0.076038711,81.15981293,0.442071077,0
2017p229780,earthquake,2017-03-27T00:27:03.099Z,2017-04-23T21:58:07.028Z,171.7391663,-42.69958878,2.60011559,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,7,0.21889019,94.93756056,0.363965512,0
2017p229963,earthquake,2017-03-27T02:04:45.052Z,2017-03-27T22:15:09.720Z,173.5292053,-42.16576385,3.090704306,6.564333439,M,,LOCSAT,confirmed,manual,iasp91,24,16,12,0.250158161,112.58992,0.505945398,0
2017p230001,earthquake,2017-03-27T02:24:32.081Z,2017-04-23T22:17:26.146Z,173.5743561,-42.44247437,2.792265738,7.568318367,M,,LOCSAT,confirmed,manual,iasp91,19,14,7,0.037246939,120.3203049,0.494649044,0
2017p230242,earthquake,2017-03-27T04:32:57.624Z,2017-04-23T22:55:23.738Z,173.7016754,-42.26367188,2.29354329,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,5,0.162682176,150.9385376,0.450095559,0
2017p230399,earthquake,2017-03-27T05:56:47.488Z,2017-04-23T23:18:10.006Z,173.301651,-42.38604736,2.29712691,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,2,0.17830874,82.90306854,0.527736268,0
2017p230499,earthquake,2017-03-27T06:50:10.172Z,2017-04-23T23:32:12.180Z,173.0467987,-42.53733444,2.146781356,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,13,3,0.160509348,104.3064575,0.392910925,0
2017p230572,earthquake,2017-03-27T07:28:57.146Z,2017-04-23T23:37:08.677Z,172.9107361,-42.64432144,2.26940866,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,10,1,0.134741098,80.32756042,0.343503276,0
2017p230719,earthquake,2017-03-27T08:47:11.138Z,2017-04-24T00:23:08.620Z,173.5621948,-42.22258377,2.270061663,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,17,5,0.194037825,106.7710762,0.422810027,0
2017p230765,earthquake,2017-03-27T09:11:48.640Z,2017-04-24T00:40:58.997Z,173.5662231,-42.20661163,2.054065329,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,4,0.210207403,107.5244675,0.408502361,0
2017p230859,earthquake,2017-03-27T10:01:47.380Z,2017-04-24T03:20:15.257Z,173.0768433,-42.92419815,2.53446093,4.87363863,M,,LOCSAT,confirmed,manual,iasp91,21,14,2,0.053076301,134.4318619,0.335832803,0
2017p231153,earthquake,2017-03-27T12:38:50.627Z,2017-04-24T03:38:18.682Z,173.6528778,-42.20847321,2.373952684,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,10,1,0.218278036,130.1220551,0.438258335,0
2017p231560,earthquake,2017-03-27T16:15:21.513Z,2017-03-27T22:10:37.277Z,173.6750561,-42.2810616,3.134845026,26.09375,M,,NonLinLoc,confirmed,manual,nz3drx,17,11,8,0.168827803,177.1678774,0.592802733,0
2017p231754,earthquake,2017-03-27T17:58:39.689Z,2017-04-24T04:19:43.624Z,173.7216034,-42.00343704,2.012974927,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,14,3,0.199508056,107.7112122,0.320793128,0
2017p231829,earthquake,2017-03-27T18:38:43.665Z,2017-04-24T04:29:17.400Z,173.1114044,-42.93925858,2.500401499,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,13,6,0.062904358,145.1186867,0.389005568,0
