time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1992-04-23T09:44:18.600Z,33.949,-116.311,-0.451,3.02,mc,0,72.1,NA,0.144,ci,ci2047784,2016-02-10T14:06:31.491Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.518,NA,53,reviewed,ci,ci
1992-04-23T09:46:33.390Z,33.947,-116.307,-0.537,3.29,mc,0,62.8,NA,0.18,ci,ci2047785,2016-02-09T20:05:01.633Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.475,NA,13,reviewed,ci,ci
1992-04-23T09:47:59.270Z,33.948,-116.31,-0.581,3.32,mc,0,62.7,NA,0.181,ci,ci3123247,2016-02-10T14:06:32.821Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.372,NA,81,reviewed,ci,ci
1992-04-23T09:51:27.000Z,33.951,-116.316,3.929,2.55,mc,0,65.5,NA,0.189,ci,ci2047786,2016-02-10T21:16:03.703Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.181,NA,42,reviewed,ci,ci
1992-04-23T09:56:09.550Z,34.01,-116.323,-0.279,2.87,mc,0,78.4,NA,0.182,ci,ci3119376,2016-02-10T17:37:25.635Z,"14km S of Joshua Tree, California",earthquake,NA,0.621,NA,58,reviewed,ci,ci
1992-04-23T09:56:25.540Z,33.986,-116.326,7.769,3.06,mc,0,78.3,NA,0.163,ci,ci2047787,2016-02-10T10:39:32.810Z,"16km E of Desert Hot Springs, California",earthquake,NA,1.004,NA,34,reviewed,ci,ci
1992-04-23T09:58:09.540Z,34.033,-116.323,7.969,3.78,mc,0,61.4,NA,0.169,ci,ci3120177,2016-02-10T21:16:05.262Z,"11km S of Joshua Tree, California",earthquake,NA,0.744,NA,66,reviewed,ci,ci
1992-04-23T10:01:01.380Z,34.017,-116.337,-0.719,3.19,mc,0,75.7,NA,0.201,ci,ci3123325,2016-02-10T17:37:28.270Z,"13km S of Joshua Tree, California",earthquake,NA,0.655,NA,22,reviewed,ci,ci
1992-04-23T10:03:03.420Z,33.934,-116.318,0.419,3.23,mc,0,62.1,NA,0.155,ci,ci2047789,2016-02-09T20:05:06.171Z,"14km NNE of Thousand Palms, California",earthquake,NA,0.253,NA,62,reviewed,ci,ci
1992-04-23T10:06:02.790Z,33.954,-116.301,-0.691,2.59,mc,0,64.7,NA,0.249,ci,ci3123350,2016-02-09T23:52:50.779Z,"17km NNE of Thousand Palms, California",earthquake,NA,0.467,NA,32,reviewed,ci,ci
1992-04-23T10:08:28.290Z,34.01,-116.321,4.361,2.69,mc,0,81.9,NA,0.184,ci,ci2121498,2016-02-10T07:03:09.726Z,"14km S of Joshua Tree, California",earthquake,NA,0.419,NA,50,reviewed,ci,ci
1992-04-23T10:08:30.200Z,34.032,-116.324,-0.791,2.65,mc,0,86.6,NA,0.195,ci,ci2047790,2016-02-10T07:03:11.011Z,"12km S of Joshua Tree, California",earthquake,NA,1.29,NA,39,reviewed,ci,ci
1992-04-23T10:09:27.200Z,34.011,-116.323,0.171,2.67,mc,0,82.3,NA,0.179,ci,ci3123507,2016-02-10T10:39:34.457Z,"14km S of Joshua Tree, California",earthquake,NA,0.719,NA,52,reviewed,ci,ci
1992-04-23T10:09:43.350Z,34.027,-116.33,-0.109,2.97,mc,0,60.9,NA,0.21,ci,ci3123359,2016-02-09T23:52:52.092Z,"12km S of Joshua Tree, California",earthquake,NA,0.463,NA,38,reviewed,ci,ci
1992-04-23T10:13:09.480Z,33.993,-116.291,2.799,3.19,mc,0,65.4,NA,0.178,ci,ci2047792,2016-02-10T21:16:08.146Z,"16km S of Joshua Tree, California",earthquake,NA,0.282,NA,30,reviewed,ci,ci
1992-04-23T10:13:54.320Z,34.013,-116.328,4.701,2.94,mc,0,78.2,NA,0.196,ci,ci3123552,2016-02-10T07:03:12.389Z,"14km S of Joshua Tree, California",earthquake,NA,0.495,NA,41,reviewed,ci,ci
1992-04-23T10:16:40.160Z,33.997,-116.322,-0.789,2.68,mc,0,80.5,NA,0.189,ci,ci3123697,2016-02-10T14:06:39.240Z,"15km S of Joshua Tree, California",earthquake,NA,0.872,NA,35,reviewed,ci,ci
1992-04-23T10:16:48.130Z,33.937,-116.377,3.939,2.6,mc,0,83.2,NA,0.274,ci,ci3123709,2016-02-10T07:03:13.614Z,"12km ESE of Desert Hot Springs, California",earthquake,NA,0.203,NA,21,reviewed,ci,ci
1992-04-23T10:16:57.940Z,34.034,-116.321,2.249,2.89,mc,0,92.4,0.1091,0.12,ci,ci3123642,2016-02-10T03:30:41.815Z,"11km S of Joshua Tree, California",earthquake,NA,1.73,NA,12,reviewed,ci,ci
1992-04-23T10:18:08.020Z,33.987,-116.228,1.654,3.23,mc,0,68.4,NA,0.177,ci,ci2047793,2016-02-10T07:03:14.989Z,"18km SSE of Joshua Tree, California",earthquake,NA,0.289,NA,36,reviewed,ci,ci
1992-04-23T10:19:09.120Z,33.947,-116.325,2.669,2.85,mc,0,84.3,NA,0.18,ci,ci3123624,2016-02-10T17:37:33.913Z,"15km NNE of Thousand Palms, California",earthquake,NA,0.284,NA,39,reviewed,ci,ci
1992-04-23T10:20:13.670Z,33.971,-116.316,-0.341,2.79,mc,0,69.8,NA,0.178,ci,ci3123626,2016-02-09T23:52:53.424Z,"17km E of Desert Hot Springs, California",earthquake,NA,0.427,NA,59,reviewed,ci,ci
1992-04-23T10:23:35.950Z,34.021,-116.325,0.561,2.61,mc,0,63.1,NA,0.194,ci,ci3123715,2016-02-10T10:39:35.783Z,"13km S of Joshua Tree, California",earthquake,NA,0.357,NA,54,reviewed,ci,ci
1992-04-23T10:26:16.810Z,34.025,-116.321,-0.499,2.77,mc,0,69.1,NA,0.152,ci,ci2047794,2016-02-10T21:16:09.705Z,"12km S of Joshua Tree, California",earthquake,NA,0.634,NA,70,reviewed,ci,ci
1992-04-23T10:30:23.540Z,34.019,-116.328,0.241,2.83,mc,0,83.8,NA,0.236,ci,ci2047795,2016-02-10T17:37:35.251Z,"13km S of Joshua Tree, California",earthquake,NA,0.54,NA,62,reviewed,ci,ci
1992-04-23T10:31:39.330Z,34.025,-116.321,10.821,2.99,mc,0,91.4,0.1012,0.166,ci,ci3122757,2016-02-10T21:16:11.189Z,"12km S of Joshua Tree, California",earthquake,NA,1.893,NA,9,reviewed,ci,ci
1992-04-23T10:46:00.760Z,33.951,-116.343,2.599,2.69,mc,0,67.4,NA,0.155,ci,ci3120184,2016-02-10T14:06:44.678Z,"15km E of Desert Hot Springs, California",earthquake,NA,0.314,NA,59,reviewed,ci,ci
1992-04-23T10:46:08.650Z,33.955,-116.322,5.179,2.93,mc,0,85.6,NA,0.149,ci,ci3120201,2016-02-09T23:53:03.116Z,"16km NNE of Thousand Palms, California",earthquake,NA,1.063,NA,58,reviewed,ci,ci
1992-04-23T10:47:55.250Z,33.975,-116.296,2.759,2.52,mc,0,80.2,0.08092,0.159,ci,ci3124049,2016-02-09T20:05:19.351Z,"18km S of Joshua Tree, California",earthquake,NA,0.385,NA,11,reviewed,ci,ci
1992-04-23T10:50:37.210Z,34.046,-116.332,-0.251,2.62,mc,0,73.2,NA,0.194,ci,ci2047797,2016-02-10T14:06:47.203Z,"10km S of Joshua Tree, California",earthquake,NA,0.472,NA,58,reviewed,ci,ci
1992-04-23T10:53:03.130Z,33.983,-116.26,4.164,2.65,mc,0,82.5,0.07164,0.155,ci,ci3122722,2016-02-09T23:53:05.766Z,"18km SSE of Joshua Tree, California",earthquake,NA,0.35,NA,65,reviewed,ci,ci
1992-04-23T10:53:22.580Z,33.984,-116.321,-0.491,2.83,mc,0,83.8,NA,0.21,ci,ci3122723,2016-02-09T23:53:07.147Z,"17km S of Joshua Tree, California",earthquake,NA,1.207,NA,41,reviewed,ci,ci
1992-04-23T10:56:28.930Z,33.986,-116.225,2.154,3.15,mc,0,68.5,NA,0.169,ci,ci3120196,2016-02-10T03:30:51.380Z,"18km SSE of Joshua Tree, California",earthquake,NA,0.251,NA,63,reviewed,ci,ci
1992-04-23T11:00:41.890Z,33.943,-116.289,2.899,2.9,mc,0,75.2,0.07766,0.277,ci,ci3120322,2016-02-10T14:06:48.519Z,"17km NE of Thousand Palms, California",earthquake,NA,0.649,NA,76,reviewed,ci,ci
1992-04-23T11:00:57.350Z,33.954,-116.32,6.879,3.19,mc,0,62.5,NA,0.164,ci,ci3120323,2016-02-09T20:05:21.132Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.728,NA,74,reviewed,ci,ci
1992-04-23T11:03:03.810Z,34.033,-116.236,6.754,2.92,mc,0,84.9,NA,0.15,ci,ci3120325,2016-02-09T23:53:09.794Z,"13km SSE of Joshua Tree, California",earthquake,NA,3.691,NA,76,reviewed,ci,ci
1992-04-23T11:03:16.250Z,33.943,-116.321,5.262,3.09,mc,0,68,NA,0.158,ci,ci3120326,2016-02-10T17:37:42.210Z,"15km NNE of Thousand Palms, California",earthquake,NA,7.76,NA,72,reviewed,ci,ci
1992-04-23T11:11:45.120Z,33.981,-116.331,10.149,2.93,mc,0,75.7,NA,0.137,ci,ci3120426,2016-02-10T14:06:52.515Z,"16km E of Desert Hot Springs, California",earthquake,NA,0.805,NA,75,reviewed,ci,ci
1992-04-23T11:11:52.140Z,33.969,-116.323,-0.112,3.28,mc,0,131.4,NA,0.175,ci,ci3120427,2016-02-09T23:53:13.563Z,"16km E of Desert Hot Springs, California",earthquake,NA,0.783,NA,64,reviewed,ci,ci
1992-04-23T11:12:06.790Z,33.983,-116.229,-0.836,3.56,mc,0,107.9,NA,0.19,ci,ci3120428,2016-02-09T23:53:14.926Z,"19km SSE of Joshua Tree, California",earthquake,NA,0.635,NA,55,reviewed,ci,ci
1992-04-23T11:27:22.660Z,34.021,-116.33,-0.639,2.59,mc,0,79.9,NA,0.165,ci,ci2047805,2016-02-10T10:39:44.956Z,"13km S of Joshua Tree, California",earthquake,NA,0.483,NA,62,reviewed,ci,ci
1992-04-23T11:28:06.570Z,33.957,-116.31,5.096,2.51,mc,0,164.8,NA,0.106,ci,ci3119534,2016-02-10T03:30:56.940Z,"17km NNE of Thousand Palms, California",earthquake,NA,1.72,NA,5,reviewed,ci,ci
1992-04-23T11:31:06.860Z,33.965,-116.326,-0.671,2.9,mc,0,62.6,NA,0.18,ci,ci3120435,2016-02-10T03:30:58.296Z,"16km E of Desert Hot Springs, California",earthquake,NA,0.358,NA,63,reviewed,ci,ci
1992-04-23T11:32:33.220Z,33.971,-116.322,0.139,2.98,mc,0,78.8,0.06029,0.192,ci,ci3122460,2016-02-10T17:37:47.382Z,"17km E of Desert Hot Springs, California",earthquake,NA,2.272,NA,7,reviewed,ci,ci
1992-04-23T11:35:16.110Z,33.953,-116.313,8.809,2.64,mc,0,62.8,NA,0.145,ci,ci3120450,2016-02-09T20:05:31.526Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.476,NA,58,reviewed,ci,ci
1992-04-23T11:38:53.930Z,33.984,-116.286,2.529,3.62,mc,0,65.3,NA,0.187,ci,ci3120570,2016-02-10T10:39:46.320Z,"17km S of Joshua Tree, California",earthquake,NA,0.209,NA,72,reviewed,ci,ci
1992-04-23T11:43:07.670Z,33.963,-116.364,-0.481,3.24,mc,0,60.9,NA,0.185,ci,ci3120582,2016-02-10T21:16:21.223Z,"13km E of Desert Hot Springs, California",earthquake,NA,0.34,NA,75,reviewed,ci,ci
1992-04-23T11:46:43.530Z,33.987,-116.289,0.309,2.6,mc,0,65.2,NA,0.184,ci,ci2047813,2016-02-10T07:03:31.897Z,"17km S of Joshua Tree, California",earthquake,NA,0.458,NA,53,reviewed,ci,ci
1992-04-23T11:49:07.400Z,34.036,-116.324,-0.251,2.53,mc,0,91.4,NA,0.127,ci,ci3119707,2016-02-10T07:03:33.194Z,"11km S of Joshua Tree, California",earthquake,NA,2.702,NA,13,reviewed,ci,ci
1992-04-23T11:52:22.110Z,33.977,-116.335,1.139,2.99,mc,0,73.2,NA,0.171,ci,ci3120587,2016-02-10T17:37:50.019Z,"16km E of Desert Hot Springs, California",earthquake,NA,0.23,NA,67,reviewed,ci,ci
1992-04-23T11:52:43.130Z,33.977,-116.284,3.373,2.91,mc,0,108.5,0.09072,0.181,ci,ci3120588,2016-02-10T10:39:51.304Z,"18km S of Joshua Tree, California",earthquake,NA,0.804,NA,10,reviewed,ci,ci
1992-04-23T11:53:52.550Z,33.954,-116.319,6.539,2.54,mc,0,62.6,NA,0.164,ci,ci3122437,2016-02-10T21:16:26.400Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.883,NA,54,reviewed,ci,ci
1992-04-23T11:54:08.300Z,33.987,-116.285,2.819,2.86,mc,0,100.6,0.09054,0.157,ci,ci3122453,2016-02-10T21:16:27.818Z,"17km S of Joshua Tree, California",earthquake,NA,0.475,NA,19,reviewed,ci,ci
1992-04-23T11:58:10.870Z,34.031,-116.319,2.249,2.58,mc,0,88.8,NA,0.169,ci,ci3121780,2016-02-10T21:16:29.194Z,"12km S of Joshua Tree, California",earthquake,NA,0.506,NA,44,reviewed,ci,ci
1992-04-23T11:58:17.410Z,33.987,-116.286,1.929,2.78,mc,0,80.9,NA,0.207,ci,ci3121792,2016-02-09T23:53:29.218Z,"17km S of Joshua Tree, California",earthquake,NA,0.372,NA,56,reviewed,ci,ci
1992-04-23T11:58:40.570Z,34.026,-116.327,0.771,2.98,mc,0,83.1,NA,0.195,ci,ci3121782,2016-02-10T07:03:35.776Z,"12km S of Joshua Tree, California",earthquake,NA,0.375,NA,52,reviewed,ci,ci
1992-04-23T11:59:44.500Z,33.991,-116.285,2.881,2.67,mc,0,91.7,0.09285,0.18,ci,ci3121813,2016-02-10T14:07:03.189Z,"16km S of Joshua Tree, California",earthquake,NA,2.194,NA,8,reviewed,ci,ci
1992-04-23T12:00:14.810Z,33.953,-116.321,2.973,2.89,mc,0,138.3,0.05322,0.065,ci,ci3124457,2016-02-10T10:39:52.511Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.684,NA,24,reviewed,ci,ci
1992-04-23T12:00:29.610Z,33.968,-116.318,0.179,2.8,mc,0,79,NA,0.16,ci,ci3121784,2016-02-10T10:39:54.115Z,"17km E of Desert Hot Springs, California",earthquake,NA,0.653,NA,59,reviewed,ci,ci
1992-04-23T12:00:35.580Z,34.016,-116.329,6.671,2.93,mc,0,62.8,NA,0.166,ci,ci3121823,2016-02-09T20:05:38.000Z,"13km S of Joshua Tree, California",earthquake,NA,2.058,NA,57,reviewed,ci,ci
1992-04-23T12:16:46.550Z,33.956,-116.313,-0.691,3.61,mc,0,62.9,NA,0.177,ci,ci3121787,2016-02-10T21:16:32.129Z,"17km NNE of Thousand Palms, California",earthquake,NA,0.354,NA,62,reviewed,ci,ci
1992-04-23T12:18:22.970Z,33.962,-116.316,1.709,2.8,mc,0,77,NA,0.14,ci,ci3121789,2016-02-10T21:16:33.579Z,"17km E of Desert Hot Springs, California",earthquake,NA,0.625,NA,34,reviewed,ci,ci
1992-04-23T12:18:34.730Z,33.955,-116.311,1.259,2.83,mc,0,66,NA,0.147,ci,ci3122074,2016-02-10T10:40:01.704Z,"17km NNE of Thousand Palms, California",earthquake,NA,0.445,NA,43,reviewed,ci,ci
1992-04-23T12:21:32.370Z,33.947,-116.309,-0.537,3.48,mc,0,72.5,NA,0.212,ci,ci3122069,2016-02-10T14:07:09.154Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.64,NA,59,reviewed,ci,ci
1992-04-23T12:22:08.660Z,33.955,-116.304,1.499,3.43,mc,0,77.8,0.06735,0.177,ci,ci3122070,2016-02-10T07:03:38.781Z,"17km NNE of Thousand Palms, California",earthquake,NA,0.623,NA,5,reviewed,ci,ci
1992-04-23T12:30:53.460Z,33.964,-116.324,5.299,3.03,mc,0,62.7,NA,0.181,ci,ci2047827,2016-02-10T10:40:03.080Z,"16km E of Desert Hot Springs, California",earthquake,NA,0.942,NA,86,reviewed,ci,ci
1992-04-23T12:35:17.080Z,33.947,-116.32,7.589,3.4,mc,0,61.8,NA,0.21,ci,ci2047828,2016-02-10T07:03:42.694Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.367,NA,23,reviewed,ci,ci
1992-04-23T12:40:17.970Z,34.014,-116.328,2.251,2.69,mc,0,87.3,NA,0.18,ci,ci3125168,2016-02-10T17:37:58.899Z,"14km S of Joshua Tree, California",earthquake,NA,0.791,NA,13,reviewed,ci,ci
1992-04-23T12:45:36.030Z,33.973,-116.296,-0.161,2.67,mc,0,89.2,NA,0.205,ci,ci2047829,2016-02-10T10:40:07.304Z,"18km S of Joshua Tree, California",earthquake,NA,0.764,NA,27,reviewed,ci,ci
1992-04-23T12:45:48.860Z,33.975,-116.334,1.719,2.93,mc,0,72.7,NA,0.203,ci,ci3017288,2016-02-10T17:38:00.151Z,"16km E of Desert Hot Springs, California",earthquake,NA,0.364,NA,46,reviewed,ci,ci
1992-04-23T12:46:58.810Z,33.994,-116.288,2.943,2.6,mh,0,81,NA,0.188,ci,ci3017850,2016-02-10T07:03:47.091Z,"16km S of Joshua Tree, California",earthquake,NA,0.265,NA,0,reviewed,ci,ci
1992-04-23T12:47:37.140Z,33.97,-116.279,4.254,2.85,mc,0,94.7,0.07766,0.159,ci,ci3125147,2016-02-10T17:38:01.850Z,"19km S of Joshua Tree, California",earthquake,NA,0.441,NA,36,reviewed,ci,ci
1992-04-23T12:47:42.550Z,34.011,-116.329,8.319,2.81,mc,0,82.8,NA,0.163,ci,ci3125199,2016-02-09T20:05:45.809Z,"14km S of Joshua Tree, California",earthquake,NA,1.618,NA,41,reviewed,ci,ci
1992-04-23T12:52:56.020Z,34.023,-116.332,5.861,3.03,mc,0,61.2,NA,0.177,ci,ci3122086,2016-02-10T17:38:03.227Z,"12km S of Joshua Tree, California",earthquake,NA,1.78,NA,75,reviewed,ci,ci
1992-04-23T13:15:43.160Z,34.004,-116.324,-0.049,2.75,mc,0,64.1,NA,0.217,ci,ci2047836,2016-02-10T07:03:51.007Z,"15km S of Joshua Tree, California",earthquake,NA,0.375,NA,49,reviewed,ci,ci
1992-04-23T13:16:17.740Z,33.992,-116.284,2.469,2.58,mc,0,81.3,NA,0.194,ci,ci3120048,2016-02-09T23:53:42.208Z,"16km S of Joshua Tree, California",earthquake,NA,0.308,NA,35,reviewed,ci,ci
1992-04-23T13:22:34.980Z,33.987,-116.288,3.009,2.97,mc,0,65.3,NA,0.176,ci,ci3122098,2016-02-10T10:40:10.126Z,"17km S of Joshua Tree, California",earthquake,NA,0.234,NA,56,reviewed,ci,ci
1992-04-23T13:24:44.280Z,33.917,-116.462,1.266,2.51,mc,0,93.3,0.06939,0.143,ci,ci3131733,2016-02-10T07:03:52.225Z,"6km SE of Desert Hot Springs, California",earthquake,NA,1.395,NA,4,reviewed,ci,ci
1992-04-23T13:25:32.750Z,33.961,-116.365,-0.691,2.97,mc,0,70.6,NA,0.195,ci,ci2047841,2016-02-09T23:53:47.391Z,"13km E of Desert Hot Springs, California",earthquake,NA,0.485,NA,63,reviewed,ci,ci
1992-04-23T13:32:00.530Z,34.04,-116.344,0.039,2.68,mc,0,89.7,NA,0.203,ci,ci2047843,2016-02-10T17:38:09.440Z,"11km SSW of Joshua Tree, California",earthquake,NA,0.437,NA,43,reviewed,ci,ci
1992-04-23T13:33:12.760Z,33.988,-116.326,0.878,2.58,mc,0,157.8,NA,0.123,ci,ci3120398,2016-02-09T20:05:54.691Z,"16km S of Joshua Tree, California",earthquake,NA,0.97,NA,43,reviewed,ci,ci
1992-04-23T13:33:15.200Z,33.95,-116.319,7.269,2.51,mc,0,62.4,NA,0.194,ci,ci2047844,2016-02-10T03:31:17.671Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.492,NA,43,reviewed,ci,ci
1992-04-23T13:35:03.930Z,33.942,-116.31,0.471,3.08,mc,0,73,NA,0.177,ci,ci3017315,2016-02-09T20:05:56.002Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.328,NA,14,reviewed,ci,ci
1992-04-23T13:35:57.460Z,33.942,-116.312,0.503,4.14,mc,0,62.4,NA,0.2,ci,ci3017852,2016-02-10T17:38:10.823Z,"15km NNE of Thousand Palms, California",earthquake,NA,0.206,NA,63,reviewed,ci,ci
1992-04-23T13:37:05.340Z,33.954,-116.305,1.781,3.49,mc,0,104.8,0.06629,0.082,ci,ci3017865,2016-02-10T10:40:12.604Z,"17km NNE of Thousand Palms, California",earthquake,NA,0.46,NA,30,reviewed,ci,ci
1992-04-23T13:42:52.040Z,33.956,-116.34,2.369,2.64,mc,0,66.2,NA,0.196,ci,ci2047846,2016-02-10T17:38:12.114Z,"15km E of Desert Hot Springs, California",earthquake,NA,0.314,NA,16,reviewed,ci,ci
1992-04-23T13:47:37.980Z,33.961,-116.31,1.731,2.76,mc,0,145.7,0.0645,0.138,ci,ci3126581,2016-02-10T14:07:28.185Z,"17km NNE of Thousand Palms, California",earthquake,NA,0.58,NA,51,reviewed,ci,ci
1992-04-23T13:47:55.400Z,33.949,-116.308,-0.561,3.05,mc,0,62.9,NA,0.224,ci,ci2047847,2016-02-10T07:03:58.577Z,"16km NNE of Thousand Palms, California",earthquake,NA,0.405,NA,64,reviewed,ci,ci
1992-04-23T13:59:11.250Z,33.959,-116.319,5.159,2.69,mc,0,62.8,NA,0.167,ci,ci2047849,2016-02-10T03:31:20.221Z,"17km NNE of Thousand Palms, California",earthquake,NA,1.349,NA,32,reviewed,ci,ci
1992-04-23T14:01:05.650Z,34.007,-116.329,-0.399,2.88,mc,0,63.8,NA,0.202,ci,ci3122114,2016-02-09T23:53:54.642Z,"14km S of Joshua Tree, California",earthquake,NA,0.528,NA,53,reviewed,ci,ci
1992-04-23T14:04:37.540Z,33.98,-116.328,6.043,2.57,mc,0,92.5,NA,0.168,ci,ci3120432,2016-02-10T14:07:34.832Z,"16km E of Desert Hot Springs, California",earthquake,NA,3.327,NA,10,reviewed,ci,ci
1992-04-23T14:04:48.960Z,33.99,-116.238,2.054,2.61,mc,0,68.3,NA,0.162,ci,ci2047853,2016-02-10T03:31:22.712Z,"18km SSE of Joshua Tree, California",earthquake,NA,0.642,NA,8,reviewed,ci,ci
1992-04-23T14:09:33.200Z,33.984,-116.221,0.274,2.58,mc,0,68.6,NA,0.214,ci,ci2047855,2016-02-10T21:16:48.260Z,"19km SSE of Joshua Tree, California",earthquake,NA,0.352,NA,26,reviewed,ci,ci
1992-04-23T14:11:59.520Z,33.897,-116.293,4.831,3.13,mc,0,33,NA,0.19,ci,ci2047857,2016-02-09T23:53:57.353Z,"12km NE of Thousand Palms, California",earthquake,NA,6.438,NA,47,reviewed,ci,ci
1992-04-23T14:16:11.030Z,33.981,-116.227,0.614,2.85,mc,0,68.2,NA,0.205,ci,ci2047858,2016-02-09T23:53:58.747Z,"19km SSE of Joshua Tree, California",earthquake,NA,0.34,NA,49,reviewed,ci,ci
1992-04-23T14:27:30.420Z,33.96,-116.309,-0.021,3.17,mc,0,63.2,NA,0.194,ci,ci2047860,2016-02-10T03:31:27.560Z,"17km NNE of Thousand Palms, California",earthquake,NA,0.332,NA,41,reviewed,ci,ci
1992-04-23T14:31:39.440Z,33.967,-116.315,-0.691,2.83,mc,0,63.2,NA,0.244,ci,ci2047861,2016-02-10T03:31:30.253Z,"17km E of Desert Hot Springs, California",earthquake,NA,0.547,NA,50,reviewed,ci,ci
1992-04-23T14:43:58.050Z,34.038,-116.345,0.549,3.33,mc,0,69.9,NA,0.178,ci,ci3131011,2016-02-10T07:04:03.785Z,"11km SSW of Joshua Tree, California",earthquake,NA,0.315,NA,64,reviewed,ci,ci
1992-04-23T14:45:37.000Z,34.041,-116.35,2.979,2.9,mc,0,95.7,0.1069,0.164,ci,ci3131012,2016-02-10T14:07:37.234Z,"11km SSW of Joshua Tree, California",earthquake,NA,0.44,NA,11,reviewed,ci,ci
1992-04-23T14:49:16.250Z,33.939,-116.317,3.721,3.01,mc,0,134.1,NA,0.148,ci,ci3017338,2016-02-10T21:16:49.485Z,"15km NNE of Thousand Palms, California",earthquake,NA,0.219,NA,30,reviewed,ci,ci
1992-04-23T14:49:22.080Z,33.983,-116.229,-0.491,3.3,mc,0,91.4,NA,0.184,ci,ci3131024,2016-02-10T21:16:50.820Z,"19km SSE of Joshua Tree, California",earthquake,NA,0.69,NA,13,reviewed,ci,ci
1992-04-23T14:53:09.840Z,33.978,-116.235,0.694,3.45,mc,0,67.6,NA,0.187,ci,ci3122327,2016-02-10T21:16:52.414Z,"19km SSE of Joshua Tree, California",earthquake,NA,0.246,NA,61,reviewed,ci,ci
1992-04-23T14:53:44.230Z,33.985,-116.225,1.654,3.48,mc,0,111.3,NA,0.174,ci,ci3122328,2016-02-10T10:40:21.216Z,"18km SSE of Joshua Tree, California",earthquake,NA,0.47,NA,15,reviewed,ci,ci
1992-04-23T14:55:01.030Z,33.984,-116.229,0.074,2.97,mc,0,68.2,NA,0.186,ci,ci3122330,2016-02-09T20:06:06.191Z,"18km SSE of Joshua Tree, California",earthquake,NA,0.403,NA,42,reviewed,ci,ci
1992-04-23T15:11:33.800Z,34.085,-116.301,10,2.9,md,NA,NA,NA,0.4,us,usp000568n,2014-11-07T00:50:29.066Z,"5 km SSE of Joshua Tree, California",earthquake,NA,NA,NA,NA,reviewed,us,pas
1992-04-23T15:28:57.190Z,33.9968333,-116.3401667,5.407,2.55,mc,21,64,NA,0.25,ci,ci3017708,2016-04-01T23:00:31.023Z,"15km ENE of Desert Hot Springs, CA",earthquake,0.56,31.61,NA,31,reviewed,ci,ci
1992-04-23T15:36:09.460Z,33.9411667,-116.3693333,4.611,2.5,mh,16,110,NA,0.17,ci,ci3017709,2016-02-10T21:16:53.631Z,"12km E of Desert Hot Springs, California",earthquake,0.84,0.37,NA,0,reviewed,ci,ci
1992-04-23T15:36:13.990Z,34.0111667,-116.3316667,-0.501,2.82,mc,24,78,NA,0.22,ci,ci3018284,2016-04-02T05:28:50.146Z,"14km S of Joshua Tree, CA",earthquake,0.53,1.15,NA,7,reviewed,ci,ci
1992-04-23T15:36:50.390Z,34.019,-116.326,2.389,2.7,mc,0,83.9,NA,0.193,ci,ci3018287,2016-02-10T21:16:54.967Z,"13km S of Joshua Tree, California",earthquake,NA,0.611,NA,6,reviewed,ci,ci
1992-04-23T15:38:46.010Z,34.0121667,-116.3258333,2.529,2.61,mc,20,95,NA,0.23,ci,ci3017711,2016-04-02T11:57:05.546Z,"14km S of Joshua Tree, CA",earthquake,0.47,0.87,NA,44,reviewed,ci,ci
1992-04-23T15:39:10.200Z,33.995,-116.322,11.029,2.5,mc,0,123.5,NA,0.09,ci,ci3017859,2016-02-09T20:06:07.444Z,"16km S of Joshua Tree, California",earthquake,NA,1.96,NA,6,reviewed,ci,ci
1992-04-23T15:49:11.770Z,33.978,-116.324,9.699,2.87,mc,0,72.5,NA,0.183,ci,ci3017712,2016-02-09T20:06:08.895Z,"16km E of Desert Hot Springs, California",earthquake,NA,0.502,NA,15,reviewed,ci,ci
1992-04-23T15:50:29.110Z,33.993,-116.292,2.389,2.59,mc,0,69,0.09332,0.182,ci,ci3017863,2016-02-09T23:54:01.419Z,"16km S of Joshua Tree, California",earthquake,NA,0.417,NA,52,reviewed,ci,ci
1992-04-23T15:57:38.250Z,34.025,-116.33,2.719,2.81,mc,0,87.9,NA,0.163,ci,ci3017713,2016-02-10T21:16:57.585Z,"12km S of Joshua Tree, California",earthquake,NA,0.48,NA,59,reviewed,ci,ci
1992-04-23T16:09:47.210Z,33.968,-116.367,0.956,2.55,mc,0,133,NA,0.168,ci,ci3017719,2016-02-10T10:40:23.980Z,"12km E of Desert Hot Springs, California",earthquake,NA,0.428,NA,20,reviewed,ci,ci
